transaction_id,date,time,customer_id,merchant_id,amount,currency,transaction_type,location,device_type,is_fraud
GB_00008091,2023-06-17,20:33:00,3115,626,34.89,EUR,ATM,US-NY,pos_terminal,0
GB_00008092,2023-06-17,20:36:00,2242,933,17.23,JPY,WIRE,UK-LON,desktop,1
GB_00008093,2023-06-17,20:39:00,3446,177,10.48,JPY,POS,UK-LON,mobile,0
GB_00008094,2023-06-17,20:42:00,3956,126,13.09,USD,MOBILE,DE-BER,tablet,0
GB_00008095,2023-06-17,20:45:00,3726,151,105.79,EUR,POS,DE-BER,pos_terminal,0
GB_00008096,2023-06-17,20:48:00,5842,472,89.19,GBP,ONLINE,DE-BER,mobile,0
GB_00008097,2023-06-17,20:51:00,4787,565,428.18,USD,POS,JP-TOK,atm,0
GB_00008098,2023-06-17,20:54:00,2981,871,20.13,JPY,WIRE,UK-LON,desktop,0
GB_00008099,2023-06-17,20:57:00,5971,937,33.31,EUR,WIRE,UK-LON,atm,0
GB_00008100,2023-06-17,21:00:00,3833,886,10.08,USD,MOBILE,AU-SYD,desktop,0
GB_00008101,2023-06-17,21:03:00,6339,428,35.83,GBP,MOBILE,FR-PAR,atm,0
GB_00008102,2023-06-17,21:06:00,9910,715,10.85,JPY,WIRE,JP-TOK,desktop,0
GB_00008103,2023-06-17,21:09:00,3877,895,25.9,JPY,MOBILE,UK-LON,atm,0
GB_00008104,2023-06-17,21:12:00,6235,251,17.04,GBP,MOBILE,US-NY,tablet,0
GB_00008105,2023-06-17,21:15:00,9577,797,31.44,GBP,ONLINE,DE-BER,mobile,0
GB_00008106,2023-06-17,21:18:00,5659,722,9.86,JPY,MOBILE,FR-PAR,atm,0
GB_00008107,2023-06-17,21:21:00,7968,335,27.4,GBP,MOBILE,AU-SYD,mobile,0
GB_00008108,2023-06-17,21:24:00,7127,274,24.5,JPY,WIRE,US-NY,atm,0
GB_00008109,2023-06-17,21:27:00,9518,883,24.8,GBP,ONLINE,US-NY,atm,0
GB_00008110,2023-06-17,21:30:00,7492,919,16.12,USD,ONLINE,US-NY,pos_terminal,0
GB_00008111,2023-06-17,21:33:00,3606,226,383.69,GBP,WIRE,DE-BER,desktop,0
GB_00008112,2023-06-17,21:36:00,9942,155,23.48,JPY,ONLINE,AU-SYD,pos_terminal,0
GB_00008113,2023-06-17,21:39:00,4249,738,56.59,EUR,ATM,DE-BER,mobile,0
GB_00008114,2023-06-17,21:42:00,2809,129,185.98,GBP,POS,US-NY,pos_terminal,0
GB_00008115,2023-06-17,21:45:00,5802,645,20.42,USD,ONLINE,JP-TOK,desktop,0
GB_00008116,2023-06-17,21:48:00,8314,567,39.07,GBP,WIRE,US-NY,desktop,0
GB_00008117,2023-06-17,21:51:00,1814,341,19.32,EUR,ATM,US-NY,mobile,0
GB_00008118,2023-06-17,21:54:00,6507,249,68.38,GBP,WIRE,FR-PAR,desktop,0
GB_00008119,2023-06-17,21:57:00,8568,741,22.87,EUR,POS,FR-PAR,desktop,0
GB_00008120,2023-06-17,22:00:00,1167,915,54.49,JPY,WIRE,US-NY,tablet,0
GB_00008121,2023-06-17,22:03:00,5036,963,15.58,GBP,ONLINE,AU-SYD,tablet,0
GB_00008122,2023-06-17,22:06:00,6968,804,139.29,EUR,POS,AU-SYD,mobile,0
GB_00008123,2023-06-17,22:09:00,9498,878,31.42,JPY,POS,FR-PAR,desktop,0
GB_00008124,2023-06-17,22:12:00,8747,689,29.95,JPY,WIRE,FR-PAR,atm,0
GB_00008125,2023-06-17,22:15:00,8509,746,5.24,GBP,ONLINE,FR-PAR,tablet,0
GB_00008126,2023-06-17,22:18:00,3355,619,215.9,USD,ONLINE,US-NY,tablet,0
GB_00008127,2023-06-17,22:21:00,2784,269,7.56,GBP,ONLINE,US-CA,mobile,0
GB_00008128,2023-06-17,22:24:00,4829,152,31.37,GBP,MOBILE,US-NY,desktop,0
GB_00008129,2023-06-17,22:27:00,5539,216,79.24,JPY,ATM,DE-BER,pos_terminal,0
GB_00008130,2023-06-17,22:30:00,5008,439,28.35,JPY,ONLINE,FR-PAR,pos_terminal,0
GB_00008131,2023-06-17,22:33:00,3534,243,65.28,JPY,WIRE,FR-PAR,pos_terminal,0
GB_00008132,2023-06-17,22:36:00,3579,289,235.6,JPY,MOBILE,US-NY,mobile,0
GB_00008133,2023-06-17,22:39:00,4441,686,77.81,JPY,ATM,FR-PAR,atm,0
GB_00008134,2023-06-17,22:42:00,4629,207,40.36,GBP,ONLINE,US-NY,mobile,0
GB_00008135,2023-06-17,22:45:00,8257,565,7.61,USD,MOBILE,US-NY,atm,0
GB_00008136,2023-06-17,22:48:00,2367,684,7.6,EUR,ONLINE,AU-SYD,desktop,0
GB_00008137,2023-06-17,22:51:00,8803,955,17.37,EUR,MOBILE,DE-BER,tablet,0
GB_00008138,2023-06-17,22:54:00,8423,399,395.84,JPY,MOBILE,FR-PAR,tablet,0
GB_00008139,2023-06-17,22:57:00,8293,934,53.29,JPY,POS,UK-LON,atm,0
GB_00008140,2023-06-17,23:00:00,3520,189,12.96,EUR,ONLINE,DE-BER,atm,0
GB_00008141,2023-06-17,23:03:00,6157,792,2.89,GBP,ATM,UK-LON,desktop,0
GB_00008142,2023-06-17,23:06:00,6466,261,107.49,EUR,WIRE,US-CA,tablet,0
GB_00008143,2023-06-17,23:09:00,4700,991,15.96,USD,MOBILE,AU-SYD,desktop,0
GB_00008144,2023-06-17,23:12:00,5587,899,90.42,USD,MOBILE,DE-BER,atm,0
GB_00008145,2023-06-17,23:15:00,8609,349,21.17,JPY,ATM,DE-BER,atm,0
GB_00008146,2023-06-17,23:18:00,5595,199,320.95,JPY,POS,DE-BER,atm,0
GB_00008147,2023-06-17,23:21:00,7730,989,43.42,GBP,POS,FR-PAR,tablet,0
GB_00008148,2023-06-17,23:24:00,7534,333,6.4,JPY,POS,JP-TOK,tablet,0
GB_00008149,2023-06-17,23:27:00,2100,643,83.58,JPY,ONLINE,AU-SYD,tablet,1
GB_00008150,2023-06-17,23:30:00,3337,437,125.6,USD,ONLINE,JP-TOK,pos_terminal,0
GB_00008151,2023-06-17,23:33:00,1337,810,9.84,EUR,ONLINE,JP-TOK,mobile,0
GB_00008152,2023-06-17,23:36:00,7954,406,11.41,EUR,POS,UK-LON,desktop,0
GB_00008153,2023-06-17,23:39:00,5327,302,13.36,USD,ONLINE,US-CA,atm,0
GB_00008154,2023-06-17,23:42:00,6421,924,62.45,JPY,MOBILE,JP-TOK,desktop,0
GB_00008155,2023-06-17,23:45:00,4767,331,47.91,GBP,MOBILE,JP-TOK,atm,0
GB_00008156,2023-06-17,23:48:00,1018,958,158.31,USD,WIRE,JP-TOK,atm,0
GB_00008157,2023-06-17,23:51:00,8250,394,8.96,JPY,ONLINE,US-NY,pos_terminal,0
GB_00008158,2023-06-17,23:54:00,5884,121,56.77,GBP,MOBILE,US-CA,pos_terminal,0
GB_00008159,2023-06-17,23:57:00,3650,243,58.21,EUR,ATM,DE-BER,pos_terminal,0
GB_00008160,2023-06-18,00:00:00,6787,875,14.16,EUR,WIRE,JP-TOK,tablet,0
GB_00008161,2023-06-18,00:03:00,9966,133,97.08,EUR,ONLINE,JP-TOK,pos_terminal,0
GB_00008162,2023-06-18,00:06:00,4208,796,66.79,JPY,ONLINE,FR-PAR,mobile,0
GB_00008163,2023-06-18,00:09:00,5158,843,34.14,USD,WIRE,US-NY,atm,0
GB_00008164,2023-06-18,00:12:00,8831,306,32.95,EUR,WIRE,FR-PAR,desktop,0
GB_00008165,2023-06-18,00:15:00,1136,661,13.67,USD,WIRE,JP-TOK,desktop,0
GB_00008166,2023-06-18,00:18:00,1367,729,28.36,GBP,ATM,FR-PAR,pos_terminal,0
GB_00008167,2023-06-18,00:21:00,6632,174,34.18,JPY,ONLINE,FR-PAR,desktop,0
GB_00008168,2023-06-18,00:24:00,9964,977,74.5,USD,ATM,FR-PAR,tablet,0
GB_00008169,2023-06-18,00:27:00,7269,908,148.83,EUR,POS,AU-SYD,atm,0
GB_00008170,2023-06-18,00:30:00,8512,483,40.09,USD,MOBILE,UK-LON,desktop,0
GB_00008171,2023-06-18,00:33:00,4088,659,55.57,USD,MOBILE,JP-TOK,atm,0
GB_00008172,2023-06-18,00:36:00,8755,300,8.09,USD,ATM,UK-LON,mobile,0
GB_00008173,2023-06-18,00:39:00,5087,113,167.41,EUR,MOBILE,AU-SYD,pos_terminal,0
GB_00008174,2023-06-18,00:42:00,5607,597,106.13,USD,ATM,DE-BER,mobile,0
GB_00008175,2023-06-18,00:45:00,8615,281,50.04,GBP,WIRE,US-CA,mobile,0
GB_00008176,2023-06-18,00:48:00,8185,563,22.11,JPY,MOBILE,AU-SYD,mobile,0
GB_00008177,2023-06-18,00:51:00,5022,977,10.39,GBP,POS,AU-SYD,atm,0
GB_00008178,2023-06-18,00:54:00,9786,303,23.54,USD,POS,UK-LON,desktop,0
GB_00008179,2023-06-18,00:57:00,7388,307,18.17,GBP,WIRE,AU-SYD,desktop,0
GB_00008180,2023-06-18,01:00:00,7325,619,10.49,EUR,ATM,AU-SYD,tablet,0
GB_00008181,2023-06-18,01:03:00,7209,212,8.89,JPY,ATM,AU-SYD,pos_terminal,0
GB_00008182,2023-06-18,01:06:00,7056,232,32.22,GBP,POS,FR-PAR,atm,0
GB_00008183,2023-06-18,01:09:00,3373,754,97.41,JPY,ATM,US-CA,pos_terminal,0
GB_00008184,2023-06-18,01:12:00,5843,132,6.97,USD,WIRE,UK-LON,atm,0
GB_00008185,2023-06-18,01:15:00,3571,678,26.15,EUR,ONLINE,US-CA,tablet,0
GB_00008186,2023-06-18,01:18:00,4225,887,24.72,JPY,ONLINE,UK-LON,desktop,0
GB_00008187,2023-06-18,01:21:00,6348,257,73.28,GBP,ONLINE,JP-TOK,pos_terminal,0
GB_00008188,2023-06-18,01:24:00,9626,807,89.96,EUR,POS,JP-TOK,mobile,0
GB_00008189,2023-06-18,01:27:00,2240,543,24.48,USD,ONLINE,US-CA,atm,0
GB_00008190,2023-06-18,01:30:00,6764,953,6.1,USD,MOBILE,US-NY,mobile,0
GB_00008191,2023-06-18,01:33:00,1173,325,25.7,GBP,POS,US-NY,atm,0
GB_00008192,2023-06-18,01:36:00,4579,143,18.03,USD,ONLINE,JP-TOK,tablet,0
GB_00008193,2023-06-18,01:39:00,4428,689,33.36,EUR,ONLINE,JP-TOK,desktop,0
GB_00008194,2023-06-18,01:42:00,2073,976,5.27,GBP,MOBILE,AU-SYD,desktop,0
GB_00008195,2023-06-18,01:45:00,8135,222,57.38,GBP,WIRE,JP-TOK,desktop,0
GB_00008196,2023-06-18,01:48:00,5071,728,8.12,GBP,MOBILE,UK-LON,tablet,0
GB_00008197,2023-06-18,01:51:00,6941,374,5.14,JPY,ATM,DE-BER,atm,1
GB_00008198,2023-06-18,01:54:00,4726,797,21.44,GBP,POS,AU-SYD,tablet,0
GB_00008199,2023-06-18,01:57:00,5969,239,45.22,EUR,POS,JP-TOK,mobile,0
GB_00008200,2023-06-18,02:00:00,6167,855,23.1,USD,ONLINE,DE-BER,tablet,0
GB_00008201,2023-06-18,02:03:00,4040,209,13.55,USD,ATM,US-CA,desktop,1
GB_00008202,2023-06-18,02:06:00,9889,553,18.07,USD,ATM,UK-LON,mobile,0
GB_00008203,2023-06-18,02:09:00,6771,868,29.01,USD,MOBILE,US-CA,atm,0
GB_00008204,2023-06-18,02:12:00,9781,450,274.44,EUR,ONLINE,JP-TOK,pos_terminal,0
GB_00008205,2023-06-18,02:15:00,6432,833,41.68,GBP,WIRE,FR-PAR,mobile,0
GB_00008206,2023-06-18,02:18:00,3262,666,101.53,USD,ATM,DE-BER,pos_terminal,0
GB_00008207,2023-06-18,02:21:00,3440,753,7.77,GBP,WIRE,AU-SYD,mobile,1
GB_00008208,2023-06-18,02:24:00,5978,530,7.51,JPY,ONLINE,UK-LON,mobile,0
GB_00008209,2023-06-18,02:27:00,9091,834,17.97,JPY,WIRE,UK-LON,desktop,0
GB_00008210,2023-06-18,02:30:00,1408,316,39.87,USD,MOBILE,US-NY,desktop,0
GB_00008211,2023-06-18,02:33:00,7808,966,57.06,EUR,MOBILE,UK-LON,mobile,0
GB_00008212,2023-06-18,02:36:00,2736,976,251.27,GBP,ONLINE,DE-BER,mobile,0
GB_00008213,2023-06-18,02:39:00,9480,119,47.69,USD,ONLINE,US-NY,pos_terminal,0
GB_00008214,2023-06-18,02:42:00,2005,538,35.91,EUR,ATM,US-NY,desktop,0
GB_00008215,2023-06-18,02:45:00,4531,182,17.9,USD,ONLINE,US-CA,tablet,0
GB_00008216,2023-06-18,02:48:00,9697,776,39.48,GBP,POS,US-NY,pos_terminal,0
GB_00008217,2023-06-18,02:51:00,1117,958,16.33,GBP,MOBILE,UK-LON,mobile,0
GB_00008218,2023-06-18,02:54:00,5482,178,33.37,EUR,WIRE,FR-PAR,pos_terminal,0
GB_00008219,2023-06-18,02:57:00,5306,350,26.22,USD,MOBILE,US-CA,tablet,0
GB_00008220,2023-06-18,03:00:00,2127,620,149.23,EUR,WIRE,US-CA,mobile,0
GB_00008221,2023-06-18,03:03:00,3674,665,90.41,JPY,POS,DE-BER,desktop,0
GB_00008222,2023-06-18,03:06:00,5864,152,12.38,EUR,WIRE,AU-SYD,tablet,0
GB_00008223,2023-06-18,03:09:00,3693,269,13.91,JPY,MOBILE,US-CA,pos_terminal,0
GB_00008224,2023-06-18,03:12:00,9346,491,20.76,EUR,MOBILE,DE-BER,pos_terminal,0
GB_00008225,2023-06-18,03:15:00,7918,167,39.57,GBP,MOBILE,JP-TOK,tablet,0
GB_00008226,2023-06-18,03:18:00,5490,388,5.12,EUR,POS,US-NY,pos_terminal,0
GB_00008227,2023-06-18,03:21:00,8597,298,59.45,JPY,MOBILE,UK-LON,mobile,0
GB_00008228,2023-06-18,03:24:00,5670,610,39.85,GBP,POS,UK-LON,pos_terminal,0
GB_00008229,2023-06-18,03:27:00,8971,759,56.43,USD,WIRE,JP-TOK,tablet,0
GB_00008230,2023-06-18,03:30:00,5962,702,69.71,JPY,ATM,US-CA,desktop,0
GB_00008231,2023-06-18,03:33:00,7434,441,22.94,EUR,POS,JP-TOK,atm,0
GB_00008232,2023-06-18,03:36:00,7186,945,29.19,EUR,ATM,AU-SYD,pos_terminal,1
GB_00008233,2023-06-18,03:39:00,2929,426,134.07,EUR,WIRE,DE-BER,tablet,0
GB_00008234,2023-06-18,03:42:00,3617,838,50.46,JPY,POS,UK-LON,mobile,0
GB_00008235,2023-06-18,03:45:00,2178,531,161.86,USD,ONLINE,FR-PAR,desktop,0
GB_00008236,2023-06-18,03:48:00,8746,730,6.41,JPY,ATM,US-NY,mobile,0
GB_00008237,2023-06-18,03:51:00,2382,888,41.24,GBP,ONLINE,JP-TOK,pos_terminal,0
GB_00008238,2023-06-18,03:54:00,9277,526,106.89,USD,WIRE,US-CA,tablet,0
GB_00008239,2023-06-18,03:57:00,9538,712,13.47,GBP,ONLINE,JP-TOK,pos_terminal,0
GB_00008240,2023-06-18,04:00:00,1486,221,28.63,GBP,WIRE,UK-LON,tablet,0
GB_00008241,2023-06-18,04:03:00,3235,240,16.63,GBP,POS,FR-PAR,pos_terminal,0
GB_00008242,2023-06-18,04:06:00,1257,962,2.69,GBP,WIRE,US-CA,desktop,0
GB_00008243,2023-06-18,04:09:00,4315,279,4.92,EUR,POS,US-NY,tablet,0
GB_00008244,2023-06-18,04:12:00,9621,651,15.37,GBP,POS,FR-PAR,atm,0
GB_00008245,2023-06-18,04:15:00,8399,363,2.91,EUR,WIRE,UK-LON,tablet,0
GB_00008246,2023-06-18,04:18:00,2624,502,11.43,USD,ONLINE,FR-PAR,desktop,0
GB_00008247,2023-06-18,04:21:00,9194,288,25.08,USD,MOBILE,FR-PAR,pos_terminal,0
GB_00008248,2023-06-18,04:24:00,2030,242,22.17,JPY,ONLINE,US-CA,atm,0
GB_00008249,2023-06-18,04:27:00,8052,661,16.8,USD,ATM,US-NY,tablet,0
GB_00008250,2023-06-18,04:30:00,6436,424,89.79,USD,ATM,US-NY,desktop,0
GB_00008251,2023-06-18,04:33:00,4535,540,28.61,GBP,WIRE,DE-BER,desktop,0
GB_00008252,2023-06-18,04:36:00,6553,989,2.86,GBP,ONLINE,US-CA,desktop,0
GB_00008253,2023-06-18,04:39:00,6563,697,12.72,USD,ONLINE,JP-TOK,pos_terminal,0
GB_00008254,2023-06-18,04:42:00,7205,191,23.84,GBP,ATM,AU-SYD,atm,0
GB_00008255,2023-06-18,04:45:00,7620,493,171.98,EUR,ONLINE,JP-TOK,desktop,0
GB_00008256,2023-06-18,04:48:00,8041,113,15.23,GBP,WIRE,FR-PAR,mobile,0
GB_00008257,2023-06-18,04:51:00,9781,433,14.58,USD,ATM,US-CA,atm,1
GB_00008258,2023-06-18,04:54:00,4953,582,71.7,GBP,WIRE,JP-TOK,desktop,0
GB_00008259,2023-06-18,04:57:00,2540,370,116.18,EUR,POS,AU-SYD,desktop,0
GB_00008260,2023-06-18,05:00:00,3791,325,26.71,GBP,ATM,US-NY,pos_terminal,0
GB_00008261,2023-06-18,05:03:00,1206,296,9.36,USD,ONLINE,JP-TOK,atm,0
GB_00008262,2023-06-18,05:06:00,9872,927,18.34,EUR,MOBILE,AU-SYD,tablet,0
GB_00008263,2023-06-18,05:09:00,1466,669,15.75,GBP,WIRE,UK-LON,desktop,1
GB_00008264,2023-06-18,05:12:00,4948,917,27.79,USD,ONLINE,UK-LON,desktop,0
GB_00008265,2023-06-18,05:15:00,3256,487,46.15,GBP,ATM,JP-TOK,tablet,0
GB_00008266,2023-06-18,05:18:00,6416,144,167.34,GBP,ATM,US-NY,tablet,0
GB_00008267,2023-06-18,05:21:00,5493,642,278.74,JPY,ONLINE,DE-BER,atm,0
GB_00008268,2023-06-18,05:24:00,1115,915,8.86,EUR,WIRE,JP-TOK,tablet,0
GB_00008269,2023-06-18,05:27:00,4104,910,46.06,EUR,ONLINE,UK-LON,pos_terminal,0
GB_00008270,2023-06-18,05:30:00,8231,243,158.45,GBP,POS,AU-SYD,tablet,0
GB_00008271,2023-06-18,05:33:00,3655,244,37.17,GBP,MOBILE,AU-SYD,atm,0
GB_00008272,2023-06-18,05:36:00,5922,311,12.27,EUR,ATM,UK-LON,pos_terminal,0
GB_00008273,2023-06-18,05:39:00,3650,199,69.05,JPY,POS,FR-PAR,pos_terminal,0
GB_00008274,2023-06-18,05:42:00,9540,374,55.44,JPY,POS,FR-PAR,desktop,0
GB_00008275,2023-06-18,05:45:00,7309,383,138.55,USD,MOBILE,JP-TOK,desktop,1
GB_00008276,2023-06-18,05:48:00,5120,446,5.68,USD,ATM,AU-SYD,pos_terminal,0
GB_00008277,2023-06-18,05:51:00,2573,485,11.4,EUR,ONLINE,DE-BER,desktop,0
GB_00008278,2023-06-18,05:54:00,8620,416,13.29,JPY,POS,AU-SYD,tablet,0
GB_00008279,2023-06-18,05:57:00,7774,360,170.92,USD,WIRE,US-NY,atm,0
GB_00008280,2023-06-18,06:00:00,1296,312,61.15,JPY,WIRE,US-NY,pos_terminal,0
GB_00008281,2023-06-18,06:03:00,2291,253,158.2,EUR,ONLINE,JP-TOK,tablet,1
GB_00008282,2023-06-18,06:06:00,9183,527,19.38,GBP,POS,US-CA,tablet,0
GB_00008283,2023-06-18,06:09:00,3988,733,64.84,USD,ATM,US-CA,pos_terminal,0
GB_00008284,2023-06-18,06:12:00,3803,533,30.14,GBP,MOBILE,US-CA,desktop,0
GB_00008285,2023-06-18,06:15:00,5512,765,14.65,JPY,ONLINE,AU-SYD,pos_terminal,0
GB_00008286,2023-06-18,06:18:00,6635,498,101.97,USD,WIRE,FR-PAR,desktop,0
GB_00008287,2023-06-18,06:21:00,9082,393,39.61,JPY,WIRE,FR-PAR,mobile,0
GB_00008288,2023-06-18,06:24:00,6717,717,45.2,GBP,MOBILE,DE-BER,atm,0
GB_00008289,2023-06-18,06:27:00,5517,937,247.43,EUR,ATM,US-CA,mobile,0
GB_00008290,2023-06-18,06:30:00,6934,688,17.41,USD,WIRE,DE-BER,pos_terminal,0
GB_00008291,2023-06-18,06:33:00,4197,610,25.9,EUR,MOBILE,JP-TOK,tablet,0
GB_00008292,2023-06-18,06:36:00,8378,176,12.71,GBP,MOBILE,DE-BER,tablet,0
GB_00008293,2023-06-18,06:39:00,8478,628,12.78,USD,WIRE,JP-TOK,tablet,0
GB_00008294,2023-06-18,06:42:00,1281,451,5.62,EUR,MOBILE,FR-PAR,tablet,0
GB_00008295,2023-06-18,06:45:00,5829,271,26.65,GBP,POS,DE-BER,pos_terminal,0
GB_00008296,2023-06-18,06:48:00,5376,464,27.16,EUR,WIRE,AU-SYD,tablet,0
GB_00008297,2023-06-18,06:51:00,4714,719,21.55,GBP,ATM,FR-PAR,mobile,0
GB_00008298,2023-06-18,06:54:00,3948,102,8.55,JPY,MOBILE,FR-PAR,mobile,0
GB_00008299,2023-06-18,06:57:00,4734,428,11.52,USD,WIRE,JP-TOK,pos_terminal,0
GB_00008300,2023-06-18,07:00:00,3360,480,262.0,EUR,ATM,DE-BER,pos_terminal,0
GB_00008301,2023-06-18,07:03:00,9359,173,40.79,USD,POS,JP-TOK,desktop,0
GB_00008302,2023-06-18,07:06:00,9515,418,32.35,GBP,POS,US-NY,tablet,0
GB_00008303,2023-06-18,07:09:00,4263,582,61.65,EUR,WIRE,FR-PAR,tablet,0
GB_00008304,2023-06-18,07:12:00,1740,140,11.06,GBP,ATM,AU-SYD,atm,0
GB_00008305,2023-06-18,07:15:00,9134,671,135.62,GBP,WIRE,FR-PAR,pos_terminal,0
GB_00008306,2023-06-18,07:18:00,3622,611,60.66,GBP,WIRE,AU-SYD,atm,0
GB_00008307,2023-06-18,07:21:00,4816,197,6.73,USD,ATM,DE-BER,mobile,0
GB_00008308,2023-06-18,07:24:00,9147,600,63.24,JPY,ATM,AU-SYD,tablet,1
GB_00008309,2023-06-18,07:27:00,3671,173,23.48,EUR,ONLINE,AU-SYD,tablet,0
GB_00008310,2023-06-18,07:30:00,8341,265,26.57,USD,MOBILE,AU-SYD,mobile,0
GB_00008311,2023-06-18,07:33:00,6278,814,21.74,JPY,ATM,AU-SYD,tablet,0
GB_00008312,2023-06-18,07:36:00,6062,623,104.13,GBP,ATM,UK-LON,desktop,0
GB_00008313,2023-06-18,07:39:00,5651,973,20.24,JPY,POS,AU-SYD,mobile,0
GB_00008314,2023-06-18,07:42:00,6503,317,23.57,EUR,ONLINE,UK-LON,desktop,0
GB_00008315,2023-06-18,07:45:00,2642,830,69.79,GBP,POS,FR-PAR,mobile,0
GB_00008316,2023-06-18,07:48:00,5978,641,44.63,EUR,WIRE,US-CA,pos_terminal,0
GB_00008317,2023-06-18,07:51:00,9081,111,65.57,EUR,ONLINE,AU-SYD,desktop,0
GB_00008318,2023-06-18,07:54:00,8261,423,40.32,JPY,MOBILE,UK-LON,mobile,0
GB_00008319,2023-06-18,07:57:00,1916,343,23.43,USD,WIRE,AU-SYD,atm,0
GB_00008320,2023-06-18,08:00:00,6720,726,5.41,USD,WIRE,JP-TOK,pos_terminal,0
GB_00008321,2023-06-18,08:03:00,1333,499,60.93,USD,WIRE,JP-TOK,mobile,0
GB_00008322,2023-06-18,08:06:00,9692,529,6.59,EUR,ATM,JP-TOK,atm,0
GB_00008323,2023-06-18,08:09:00,6139,960,54.82,EUR,ATM,AU-SYD,desktop,0
GB_00008324,2023-06-18,08:12:00,4199,350,224.77,USD,WIRE,DE-BER,tablet,0
GB_00008325,2023-06-18,08:15:00,6838,379,76.87,JPY,MOBILE,UK-LON,pos_terminal,0
GB_00008326,2023-06-18,08:18:00,5171,711,5.02,USD,POS,JP-TOK,atm,0
GB_00008327,2023-06-18,08:21:00,2419,714,3.65,JPY,MOBILE,US-NY,tablet,0
GB_00008328,2023-06-18,08:24:00,7690,276,460.8,JPY,WIRE,US-CA,tablet,0
GB_00008329,2023-06-18,08:27:00,6847,259,15.73,JPY,ONLINE,DE-BER,mobile,0
GB_00008330,2023-06-18,08:30:00,4578,796,66.82,GBP,POS,US-CA,mobile,0
GB_00008331,2023-06-18,08:33:00,5036,246,60.41,GBP,MOBILE,AU-SYD,desktop,0
GB_00008332,2023-06-18,08:36:00,4451,374,61.46,USD,WIRE,UK-LON,mobile,0
GB_00008333,2023-06-18,08:39:00,8707,939,37.31,EUR,POS,UK-LON,tablet,0
GB_00008334,2023-06-18,08:42:00,2151,316,122.83,JPY,POS,UK-LON,mobile,0
GB_00008335,2023-06-18,08:45:00,9839,105,133.38,GBP,ONLINE,UK-LON,pos_terminal,0
GB_00008336,2023-06-18,08:48:00,5924,405,10.83,JPY,WIRE,DE-BER,mobile,0
GB_00008337,2023-06-18,08:51:00,7005,379,87.08,USD,POS,US-NY,atm,0
GB_00008338,2023-06-18,08:54:00,5835,452,36.25,EUR,ATM,FR-PAR,desktop,0
GB_00008339,2023-06-18,08:57:00,8696,402,41.23,JPY,POS,FR-PAR,desktop,0
GB_00008340,2023-06-18,09:00:00,5786,853,142.12,GBP,MOBILE,US-CA,desktop,0
GB_00008341,2023-06-18,09:03:00,8494,395,38.36,USD,WIRE,AU-SYD,pos_terminal,0
GB_00008342,2023-06-18,09:06:00,8435,571,14.69,USD,ONLINE,FR-PAR,mobile,0
GB_00008343,2023-06-18,09:09:00,3151,275,31.66,JPY,MOBILE,UK-LON,pos_terminal,0
GB_00008344,2023-06-18,09:12:00,2036,631,75.58,JPY,WIRE,FR-PAR,tablet,0
GB_00008345,2023-06-18,09:15:00,2591,171,98.08,GBP,WIRE,US-NY,atm,0
GB_00008346,2023-06-18,09:18:00,7059,480,35.04,GBP,ATM,DE-BER,atm,0
GB_00008347,2023-06-18,09:21:00,1656,524,62.5,JPY,POS,DE-BER,desktop,0
GB_00008348,2023-06-18,09:24:00,5058,264,45.91,EUR,ONLINE,JP-TOK,tablet,0
GB_00008349,2023-06-18,09:27:00,1967,538,8.27,EUR,POS,UK-LON,desktop,0
GB_00008350,2023-06-18,09:30:00,9970,402,30.1,GBP,MOBILE,UK-LON,mobile,0
GB_00008351,2023-06-18,09:33:00,1184,950,72.92,GBP,ONLINE,JP-TOK,desktop,1
GB_00008352,2023-06-18,09:36:00,2317,121,13.68,USD,WIRE,US-NY,tablet,0
GB_00008353,2023-06-18,09:39:00,6115,334,58.78,GBP,POS,FR-PAR,atm,0
GB_00008354,2023-06-18,09:42:00,5376,276,21.66,EUR,ONLINE,JP-TOK,tablet,0
GB_00008355,2023-06-18,09:45:00,5852,302,30.03,JPY,MOBILE,US-NY,pos_terminal,0
GB_00008356,2023-06-18,09:48:00,4668,660,26.19,GBP,MOBILE,US-NY,desktop,0
GB_00008357,2023-06-18,09:51:00,4302,577,5.76,JPY,ONLINE,AU-SYD,desktop,0
GB_00008358,2023-06-18,09:54:00,8406,832,73.24,JPY,POS,AU-SYD,atm,0
GB_00008359,2023-06-18,09:57:00,7402,441,6.45,EUR,ONLINE,AU-SYD,mobile,0
GB_00008360,2023-06-18,10:00:00,5314,893,9.22,GBP,ATM,DE-BER,pos_terminal,0
GB_00008361,2023-06-18,10:03:00,6035,188,140.0,GBP,WIRE,DE-BER,mobile,0
GB_00008362,2023-06-18,10:06:00,5323,297,39.76,EUR,MOBILE,UK-LON,pos_terminal,0
GB_00008363,2023-06-18,10:09:00,4697,975,83.39,GBP,ONLINE,UK-LON,mobile,0
GB_00008364,2023-06-18,10:12:00,7231,572,92.2,GBP,ONLINE,UK-LON,mobile,0
GB_00008365,2023-06-18,10:15:00,7377,988,27.95,USD,ONLINE,AU-SYD,pos_terminal,0
GB_00008366,2023-06-18,10:18:00,7862,439,25.15,GBP,ONLINE,DE-BER,pos_terminal,0
GB_00008367,2023-06-18,10:21:00,3312,195,7.23,EUR,POS,JP-TOK,desktop,0
