transaction_id,timestamp,from_account,to_account,amount,transaction_type,is_fraud,is_flagged_fraud
TXN_00004650,2023-01-17 03:30:00,45050,83881,566.79,CASH_IN,0,0
TXN_00004651,2023-01-17 03:35:00,36062,60208,23.86,CASH_IN,0,0
TXN_00004652,2023-01-17 03:40:00,20409,56116,203.71,CASH_OUT,0,0
TXN_00004653,2023-01-17 03:45:00,55076,23883,88.07,TRANSFER,0,0
TXN_00004654,2023-01-17 03:50:00,70545,33264,55.94,CASH_IN,0,0
TXN_00004655,2023-01-17 03:55:00,52445,25789,633.48,TRANSFER,0,0
TXN_00004656,2023-01-17 04:00:00,62490,29010,131.69,CASH_OUT,0,0
TXN_00004657,2023-01-17 04:05:00,75355,17403,3011.0,DEBIT,0,0
TXN_00004658,2023-01-17 04:10:00,65324,80779,23.93,TRANSFER,0,0
TXN_00004659,2023-01-17 04:15:00,19157,98094,14.93,CASH_OUT,0,0
TXN_00004660,2023-01-17 04:20:00,27841,51805,388.3,TRANSFER,0,0
TXN_00004661,2023-01-17 04:25:00,80787,15131,836.27,TRANSFER,0,0
TXN_00004662,2023-01-17 04:30:00,49493,89656,84.83,CASH_IN,0,0
TXN_00004663,2023-01-17 04:35:00,93570,48989,256.56,CASH_OUT,0,0
TXN_00004664,2023-01-17 04:40:00,47426,98308,122.67,CASH_IN,0,0
TXN_00004665,2023-01-17 04:45:00,46753,99401,43.62,TRANSFER,0,0
TXN_00004666,2023-01-17 04:50:00,16956,97722,158.94,DEBIT,0,0
TXN_00004667,2023-01-17 04:55:00,59832,19816,2056.77,TRANSFER,0,0
TXN_00004668,2023-01-17 05:00:00,89448,54635,1416.38,PAYMENT,0,0
TXN_00004669,2023-01-17 05:05:00,95744,88779,199.8,CASH_IN,0,0
TXN_00004670,2023-01-17 05:10:00,19092,17721,1058.82,DEBIT,0,0
TXN_00004671,2023-01-17 05:15:00,91427,45832,385.1,DEBIT,0,0
TXN_00004672,2023-01-17 05:20:00,19834,98967,75.72,TRANSFER,0,0
TXN_00004673,2023-01-17 05:25:00,25347,61872,150.79,TRANSFER,0,0
TXN_00004674,2023-01-17 05:30:00,97363,47210,693.06,PAYMENT,0,0
TXN_00004675,2023-01-17 05:35:00,61529,45518,14.31,PAYMENT,0,0
TXN_00004676,2023-01-17 05:40:00,86761,92751,131.63,CASH_OUT,0,0
TXN_00004677,2023-01-17 05:45:00,68097,78239,926.01,TRANSFER,0,0
TXN_00004678,2023-01-17 05:50:00,12411,37355,307.94,CASH_IN,0,0
TXN_00004679,2023-01-17 05:55:00,18075,91387,3430.87,PAYMENT,0,0
TXN_00004680,2023-01-17 06:00:00,86359,80262,39.2,CASH_OUT,0,0
TXN_00004681,2023-01-17 06:05:00,93415,30003,91.62,CASH_IN,0,0
TXN_00004682,2023-01-17 06:10:00,62816,61523,568.67,DEBIT,0,0
TXN_00004683,2023-01-17 06:15:00,22590,69944,10.96,CASH_IN,0,0
TXN_00004684,2023-01-17 06:20:00,18357,18486,80.98,CASH_OUT,0,0
TXN_00004685,2023-01-17 06:25:00,75718,62444,96.16,CASH_OUT,0,0
TXN_00004686,2023-01-17 06:30:00,48181,92114,554.69,TRANSFER,0,0
TXN_00004687,2023-01-17 06:35:00,15299,64819,606.84,DEBIT,0,0
TXN_00004688,2023-01-17 06:40:00,54995,70822,26.56,CASH_IN,0,0
TXN_00004689,2023-01-17 06:45:00,90804,91410,46.62,DEBIT,0,0
TXN_00004690,2023-01-17 06:50:00,93386,32392,375.1,DEBIT,0,0
TXN_00004691,2023-01-17 06:55:00,91874,78406,71.26,CASH_IN,0,0
TXN_00004692,2023-01-17 07:00:00,47576,19671,358.84,TRANSFER,0,0
TXN_00004693,2023-01-17 07:05:00,89009,34010,122.6,TRANSFER,0,0
TXN_00004694,2023-01-17 07:10:00,72106,27763,658.33,CASH_IN,0,0
TXN_00004695,2023-01-17 07:15:00,26619,10244,74.8,CASH_IN,0,0
TXN_00004696,2023-01-17 07:20:00,44245,79592,14.52,CASH_IN,0,0
TXN_00004697,2023-01-17 07:25:00,16835,27071,115.24,DEBIT,0,0
TXN_00004698,2023-01-17 07:30:00,59272,58903,711.88,CASH_IN,0,0
TXN_00004699,2023-01-17 07:35:00,74450,78838,38.37,PAYMENT,0,0
TXN_00004700,2023-01-17 07:40:00,43153,47751,18.71,PAYMENT,0,0
TXN_00004701,2023-01-17 07:45:00,58897,36338,112.62,TRANSFER,0,0
TXN_00004702,2023-01-17 07:50:00,20486,48505,139.57,CASH_OUT,0,0
TXN_00004703,2023-01-17 07:55:00,59561,93964,44.65,DEBIT,0,0
TXN_00004704,2023-01-17 08:00:00,34392,34002,96.86,DEBIT,1,0
TXN_00004705,2023-01-17 08:05:00,62544,15077,578.55,DEBIT,0,0
TXN_00004706,2023-01-17 08:10:00,72505,23690,124.23,TRANSFER,0,0
TXN_00004707,2023-01-17 08:15:00,51465,13511,211.68,PAYMENT,0,0
TXN_00004708,2023-01-17 08:20:00,88372,83711,40.8,DEBIT,0,0
TXN_00004709,2023-01-17 08:25:00,59862,82477,81.04,TRANSFER,0,0
TXN_00004710,2023-01-17 08:30:00,93445,20761,22.56,CASH_OUT,0,0
TXN_00004711,2023-01-17 08:35:00,51092,93444,572.5,PAYMENT,0,0
TXN_00004712,2023-01-17 08:40:00,89633,86316,29.75,PAYMENT,0,0
TXN_00004713,2023-01-17 08:45:00,47028,60410,174.52,PAYMENT,0,0
TXN_00004714,2023-01-17 08:50:00,93223,99294,103.87,CASH_IN,0,0
TXN_00004715,2023-01-17 08:55:00,63931,15907,996.71,PAYMENT,0,0
TXN_00004716,2023-01-17 09:00:00,61363,29595,199.72,PAYMENT,0,0
TXN_00004717,2023-01-17 09:05:00,30215,47227,261.16,DEBIT,0,0
TXN_00004718,2023-01-17 09:10:00,74756,90625,206.37,TRANSFER,0,0
TXN_00004719,2023-01-17 09:15:00,79495,34220,105.83,TRANSFER,0,0
TXN_00004720,2023-01-17 09:20:00,44220,23333,94.68,PAYMENT,0,0
TXN_00004721,2023-01-17 09:25:00,10641,61524,78.92,TRANSFER,0,0
TXN_00004722,2023-01-17 09:30:00,44597,23757,3461.28,CASH_OUT,0,0
TXN_00004723,2023-01-17 09:35:00,36569,84393,274.92,PAYMENT,0,0
TXN_00004724,2023-01-17 09:40:00,58557,11992,31.25,TRANSFER,0,0
TXN_00004725,2023-01-17 09:45:00,70547,87040,330.75,CASH_IN,0,0
TXN_00004726,2023-01-17 09:50:00,66676,66224,395.09,CASH_OUT,0,0
TXN_00004727,2023-01-17 09:55:00,54268,37892,34.04,DEBIT,0,0
TXN_00004728,2023-01-17 10:00:00,14095,39805,356.77,CASH_OUT,0,0
TXN_00004729,2023-01-17 10:05:00,15557,93051,730.69,CASH_OUT,0,0
TXN_00004730,2023-01-17 10:10:00,51187,26361,12.84,CASH_OUT,0,0
TXN_00004731,2023-01-17 10:15:00,35553,16989,887.69,CASH_IN,0,0
TXN_00004732,2023-01-17 10:20:00,41400,31392,670.75,DEBIT,0,0
TXN_00004733,2023-01-17 10:25:00,35887,94981,15.88,TRANSFER,0,0
TXN_00004734,2023-01-17 10:30:00,78627,64347,55.76,DEBIT,0,0
TXN_00004735,2023-01-17 10:35:00,23636,38800,229.8,TRANSFER,0,0
TXN_00004736,2023-01-17 10:40:00,68327,22805,97.47,TRANSFER,0,0
TXN_00004737,2023-01-17 10:45:00,45449,62015,2479.54,CASH_OUT,0,0
TXN_00004738,2023-01-17 10:50:00,13243,56886,16.68,TRANSFER,0,0
TXN_00004739,2023-01-17 10:55:00,87150,73281,83.43,CASH_OUT,0,0
TXN_00004740,2023-01-17 11:00:00,35138,62749,10.96,CASH_IN,0,0
TXN_00004741,2023-01-17 11:05:00,34513,47223,1229.35,CASH_OUT,0,0
TXN_00004742,2023-01-17 11:10:00,73957,12384,51.82,TRANSFER,1,0
TXN_00004743,2023-01-17 11:15:00,81543,85169,435.29,PAYMENT,0,0
TXN_00004744,2023-01-17 11:20:00,75539,89138,766.7,TRANSFER,0,0
TXN_00004745,2023-01-17 11:25:00,26151,37208,294.95,PAYMENT,0,0
TXN_00004746,2023-01-17 11:30:00,11056,47143,169.42,CASH_IN,0,0
TXN_00004747,2023-01-17 11:35:00,77003,53403,176.22,TRANSFER,0,0
TXN_00004748,2023-01-17 11:40:00,50767,96186,740.06,CASH_OUT,0,0
TXN_00004749,2023-01-17 11:45:00,77011,10399,200.54,TRANSFER,0,0
TXN_00004750,2023-01-17 11:50:00,69205,51725,9.42,DEBIT,0,0
TXN_00004751,2023-01-17 11:55:00,14509,32755,258.24,CASH_OUT,0,0
TXN_00004752,2023-01-17 12:00:00,69345,88323,59.19,DEBIT,0,0
TXN_00004753,2023-01-17 12:05:00,20535,52830,71.39,CASH_IN,0,0
TXN_00004754,2023-01-17 12:10:00,26641,70228,1070.29,TRANSFER,0,0
TXN_00004755,2023-01-17 12:15:00,37752,81589,1246.1,CASH_OUT,0,0
TXN_00004756,2023-01-17 12:20:00,82739,45818,40.4,PAYMENT,0,0
TXN_00004757,2023-01-17 12:25:00,21073,73664,120.04,PAYMENT,0,0
TXN_00004758,2023-01-17 12:30:00,59433,46830,189.24,CASH_OUT,0,0
TXN_00004759,2023-01-17 12:35:00,89130,46066,55.92,DEBIT,0,0
TXN_00004760,2023-01-17 12:40:00,38812,72947,134.0,DEBIT,0,0
TXN_00004761,2023-01-17 12:45:00,89136,71808,56.1,DEBIT,0,0
TXN_00004762,2023-01-17 12:50:00,65843,42554,10.32,PAYMENT,0,0
TXN_00004763,2023-01-17 12:55:00,22004,46081,146.57,DEBIT,0,0
TXN_00004764,2023-01-17 13:00:00,32103,20977,49.24,DEBIT,0,0
TXN_00004765,2023-01-17 13:05:00,41745,36799,99.28,CASH_IN,0,0
TXN_00004766,2023-01-17 13:10:00,65955,40699,28.88,DEBIT,0,0
TXN_00004767,2023-01-17 13:15:00,49380,59835,1252.7,PAYMENT,0,0
TXN_00004768,2023-01-17 13:20:00,39922,54840,120.69,DEBIT,0,0
TXN_00004769,2023-01-17 13:25:00,39713,11573,5526.83,CASH_OUT,0,0
TXN_00004770,2023-01-17 13:30:00,68002,44218,24.25,TRANSFER,0,0
TXN_00004771,2023-01-17 13:35:00,61215,21838,138.89,PAYMENT,0,0
TXN_00004772,2023-01-17 13:40:00,81851,65423,1030.76,DEBIT,0,0
TXN_00004773,2023-01-17 13:45:00,79186,59648,179.06,DEBIT,0,0
TXN_00004774,2023-01-17 13:50:00,29294,17619,92.17,TRANSFER,0,0
TXN_00004775,2023-01-17 13:55:00,67753,46389,339.73,TRANSFER,0,0
TXN_00004776,2023-01-17 14:00:00,93961,58671,209.19,DEBIT,0,0
TXN_00004777,2023-01-17 14:05:00,17048,11121,20.82,TRANSFER,0,0
TXN_00004778,2023-01-17 14:10:00,22237,99157,329.33,DEBIT,0,0
TXN_00004779,2023-01-17 14:15:00,98293,27476,556.67,TRANSFER,0,0
TXN_00004780,2023-01-17 14:20:00,97457,91994,44.06,PAYMENT,0,0
TXN_00004781,2023-01-17 14:25:00,89769,87226,21.61,DEBIT,0,0
TXN_00004782,2023-01-17 14:30:00,42109,89182,752.03,DEBIT,0,0
TXN_00004783,2023-01-17 14:35:00,42458,87512,2252.32,PAYMENT,0,0
TXN_00004784,2023-01-17 14:40:00,76681,70650,19.43,CASH_IN,0,0
TXN_00004785,2023-01-17 14:45:00,31291,34930,58.59,DEBIT,1,0
TXN_00004786,2023-01-17 14:50:00,85638,99566,48.9,TRANSFER,0,0
TXN_00004787,2023-01-17 14:55:00,77762,89118,193.27,DEBIT,0,0
TXN_00004788,2023-01-17 15:00:00,71733,21480,570.57,CASH_OUT,0,0
TXN_00004789,2023-01-17 15:05:00,11083,90127,875.42,DEBIT,0,0
TXN_00004790,2023-01-17 15:10:00,85181,25877,693.1,CASH_IN,0,0
TXN_00004791,2023-01-17 15:15:00,24717,43785,247.72,CASH_OUT,0,0
TXN_00004792,2023-01-17 15:20:00,10170,47049,152.65,CASH_OUT,0,0
TXN_00004793,2023-01-17 15:25:00,20177,64152,2669.67,CASH_IN,0,0
TXN_00004794,2023-01-17 15:30:00,46635,64270,752.34,DEBIT,0,0
TXN_00004795,2023-01-17 15:35:00,82064,92853,29.89,CASH_IN,0,0
TXN_00004796,2023-01-17 15:40:00,47957,76910,101.34,PAYMENT,0,0
TXN_00004797,2023-01-17 15:45:00,68405,98480,20.66,PAYMENT,0,0
TXN_00004798,2023-01-17 15:50:00,67592,34447,249.88,CASH_OUT,0,0
TXN_00004799,2023-01-17 15:55:00,49849,94092,14.3,PAYMENT,0,0
TXN_00004800,2023-01-17 16:00:00,65370,23174,1851.32,CASH_OUT,0,0
TXN_00004801,2023-01-17 16:05:00,57156,17589,133.96,CASH_IN,0,0
TXN_00004802,2023-01-17 16:10:00,49921,91872,93.98,CASH_OUT,0,0
TXN_00004803,2023-01-17 16:15:00,94609,91280,208.6,CASH_OUT,0,0
TXN_00004804,2023-01-17 16:20:00,17407,48816,39.97,DEBIT,0,0
TXN_00004805,2023-01-17 16:25:00,27110,38648,148.77,TRANSFER,0,0
TXN_00004806,2023-01-17 16:30:00,63031,95149,78.36,DEBIT,0,0
TXN_00004807,2023-01-17 16:35:00,25406,15213,138.09,CASH_OUT,0,0
TXN_00004808,2023-01-17 16:40:00,85638,77762,63.47,PAYMENT,0,0
TXN_00004809,2023-01-17 16:45:00,83507,49318,131.92,CASH_OUT,0,0
TXN_00004810,2023-01-17 16:50:00,52827,79447,401.42,TRANSFER,0,0
TXN_00004811,2023-01-17 16:55:00,89774,81922,72.29,PAYMENT,0,0
TXN_00004812,2023-01-17 17:00:00,24290,34994,104.4,PAYMENT,0,0
TXN_00004813,2023-01-17 17:05:00,72926,24242,389.06,CASH_IN,0,0
TXN_00004814,2023-01-17 17:10:00,63263,79017,142.59,CASH_OUT,0,0
TXN_00004815,2023-01-17 17:15:00,65064,79305,20.26,CASH_IN,0,0
TXN_00004816,2023-01-17 17:20:00,90218,57752,136.04,TRANSFER,0,0
TXN_00004817,2023-01-17 17:25:00,86822,67024,134.06,TRANSFER,0,0
TXN_00004818,2023-01-17 17:30:00,85822,49884,666.54,CASH_IN,0,0
TXN_00004819,2023-01-17 17:35:00,18287,97138,79.38,DEBIT,0,0
TXN_00004820,2023-01-17 17:40:00,32277,96471,317.34,TRANSFER,0,0
TXN_00004821,2023-01-17 17:45:00,96708,98127,21.78,PAYMENT,0,0
TXN_00004822,2023-01-17 17:50:00,85587,59970,207.06,PAYMENT,0,0
TXN_00004823,2023-01-17 17:55:00,46191,37033,35.57,CASH_IN,0,0
TXN_00004824,2023-01-17 18:00:00,51303,11264,191.33,DEBIT,0,0
TXN_00004825,2023-01-17 18:05:00,83994,10152,976.08,PAYMENT,0,0
TXN_00004826,2023-01-17 18:10:00,83697,65819,32.25,PAYMENT,0,0
TXN_00004827,2023-01-17 18:15:00,57227,60832,82.73,PAYMENT,0,0
TXN_00004828,2023-01-17 18:20:00,72831,33671,91.76,TRANSFER,0,0
TXN_00004829,2023-01-17 18:25:00,62804,78186,403.66,CASH_IN,0,0
TXN_00004830,2023-01-17 18:30:00,95067,48219,280.92,PAYMENT,0,0
TXN_00004831,2023-01-17 18:35:00,89849,31672,56.41,TRANSFER,0,0
TXN_00004832,2023-01-17 18:40:00,61353,73910,633.79,TRANSFER,0,0
TXN_00004833,2023-01-17 18:45:00,92518,73464,546.23,DEBIT,0,0
TXN_00004834,2023-01-17 18:50:00,11944,29800,166.47,DEBIT,0,0
TXN_00004835,2023-01-17 18:55:00,94659,11728,2421.58,PAYMENT,0,0
TXN_00004836,2023-01-17 19:00:00,36621,20308,888.84,DEBIT,0,0
TXN_00004837,2023-01-17 19:05:00,39718,54124,21.62,TRANSFER,0,0
TXN_00004838,2023-01-17 19:10:00,56916,19811,95.65,DEBIT,0,0
TXN_00004839,2023-01-17 19:15:00,56558,26884,125.86,DEBIT,0,0
TXN_00004840,2023-01-17 19:20:00,29929,68455,41.21,CASH_IN,0,0
TXN_00004841,2023-01-17 19:25:00,38804,44634,1192.83,CASH_IN,0,0
TXN_00004842,2023-01-17 19:30:00,15536,78297,47.32,TRANSFER,0,0
TXN_00004843,2023-01-17 19:35:00,78466,45478,44.58,CASH_OUT,0,0
TXN_00004844,2023-01-17 19:40:00,97696,36833,169.03,DEBIT,0,0
TXN_00004845,2023-01-17 19:45:00,47085,51224,212.81,CASH_OUT,0,0
TXN_00004846,2023-01-17 19:50:00,33592,81228,52.77,TRANSFER,0,0
TXN_00004847,2023-01-17 19:55:00,74707,89491,134.6,PAYMENT,0,0
TXN_00004848,2023-01-17 20:00:00,21815,52871,101.04,DEBIT,0,0
TXN_00004849,2023-01-17 20:05:00,44016,30644,2391.1,PAYMENT,0,0
TXN_00004850,2023-01-17 20:10:00,60334,63453,83.86,CASH_IN,0,0
TXN_00004851,2023-01-17 20:15:00,74887,32161,77.86,TRANSFER,0,0
TXN_00004852,2023-01-17 20:20:00,32122,44517,63.02,DEBIT,0,0
TXN_00004853,2023-01-17 20:25:00,60244,56104,1684.9,DEBIT,0,0
TXN_00004854,2023-01-17 20:30:00,10542,96444,525.3,PAYMENT,0,0
TXN_00004855,2023-01-17 20:35:00,54439,19527,86.44,CASH_IN,0,0
TXN_00004856,2023-01-17 20:40:00,32188,82230,122.36,TRANSFER,0,0
TXN_00004857,2023-01-17 20:45:00,37913,14600,1649.18,CASH_OUT,0,0
TXN_00004858,2023-01-17 20:50:00,26536,57085,1311.85,DEBIT,0,0
TXN_00004859,2023-01-17 20:55:00,80037,97369,131.74,CASH_IN,1,0
TXN_00004860,2023-01-17 21:00:00,75691,47647,411.71,TRANSFER,0,0
TXN_00004861,2023-01-17 21:05:00,94982,75951,418.64,CASH_IN,0,0
TXN_00004862,2023-01-17 21:10:00,76876,89360,36.78,CASH_IN,0,0
TXN_00004863,2023-01-17 21:15:00,33006,62679,79.53,TRANSFER,0,0
TXN_00004864,2023-01-17 21:20:00,37802,54160,389.25,CASH_OUT,0,0
TXN_00004865,2023-01-17 21:25:00,31165,77677,165.03,TRANSFER,0,0
TXN_00004866,2023-01-17 21:30:00,98689,67560,1490.78,TRANSFER,0,1
TXN_00004867,2023-01-17 21:35:00,58773,51925,67.96,CASH_IN,0,0
TXN_00004868,2023-01-17 21:40:00,41737,12605,53.92,CASH_OUT,0,0
TXN_00004869,2023-01-17 21:45:00,91799,75341,32.11,DEBIT,0,0
TXN_00004870,2023-01-17 21:50:00,86269,15914,1669.02,CASH_OUT,0,0
TXN_00004871,2023-01-17 21:55:00,36274,62122,67.1,CASH_IN,0,0
TXN_00004872,2023-01-17 22:00:00,97057,28194,121.31,PAYMENT,0,0
TXN_00004873,2023-01-17 22:05:00,74674,92140,37.77,PAYMENT,0,0
TXN_00004874,2023-01-17 22:10:00,44057,42761,97.74,CASH_OUT,0,0
TXN_00004875,2023-01-17 22:15:00,21871,15031,592.67,CASH_IN,0,0
TXN_00004876,2023-01-17 22:20:00,14948,29974,444.33,PAYMENT,0,0
TXN_00004877,2023-01-17 22:25:00,11297,60231,425.79,PAYMENT,0,0
TXN_00004878,2023-01-17 22:30:00,30559,80662,20.09,DEBIT,0,0
TXN_00004879,2023-01-17 22:35:00,47077,46088,2811.86,CASH_IN,0,0
TXN_00004880,2023-01-17 22:40:00,43091,83378,27.2,CASH_IN,0,0
TXN_00004881,2023-01-17 22:45:00,98532,87129,16.9,DEBIT,0,0
TXN_00004882,2023-01-17 22:50:00,30659,34362,167.67,TRANSFER,0,0
TXN_00004883,2023-01-17 22:55:00,87315,23903,371.66,TRANSFER,1,0
TXN_00004884,2023-01-17 23:00:00,32107,99455,438.79,TRANSFER,0,0
TXN_00004885,2023-01-17 23:05:00,31113,70862,65.98,CASH_IN,0,0
TXN_00004886,2023-01-17 23:10:00,33373,50472,43.75,DEBIT,0,0
TXN_00004887,2023-01-17 23:15:00,67056,54247,359.51,CASH_IN,0,0
TXN_00004888,2023-01-17 23:20:00,18327,89316,135.33,CASH_IN,0,0
TXN_00004889,2023-01-17 23:25:00,39555,21974,101.96,CASH_IN,0,0
TXN_00004890,2023-01-17 23:30:00,96067,82722,48.5,CASH_IN,0,0
TXN_00004891,2023-01-17 23:35:00,69707,54193,49.79,TRANSFER,0,0
TXN_00004892,2023-01-17 23:40:00,35567,11733,178.83,CASH_OUT,0,0
TXN_00004893,2023-01-17 23:45:00,48197,28649,1439.89,CASH_OUT,0,0
TXN_00004894,2023-01-17 23:50:00,33144,95790,702.8,DEBIT,0,0
TXN_00004895,2023-01-17 23:55:00,50332,25895,545.89,CASH_OUT,0,0
TXN_00004896,2023-01-18 00:00:00,53357,41091,42.97,CASH_IN,0,0
TXN_00004897,2023-01-18 00:05:00,93283,96160,243.28,CASH_IN,0,0
TXN_00004898,2023-01-18 00:10:00,43905,51867,732.42,CASH_IN,0,0
TXN_00004899,2023-01-18 00:15:00,16349,84423,316.28,CASH_OUT,0,0
TXN_00004900,2023-01-18 00:20:00,88060,83722,26.61,PAYMENT,0,0
TXN_00004901,2023-01-18 00:25:00,85162,63508,8.97,CASH_IN,0,0
TXN_00004902,2023-01-18 00:30:00,89899,92752,180.75,TRANSFER,0,0
TXN_00004903,2023-01-18 00:35:00,57016,46911,7.29,CASH_IN,0,0
TXN_00004904,2023-01-18 00:40:00,53292,99292,20.0,PAYMENT,0,0
TXN_00004905,2023-01-18 00:45:00,78823,69189,7.0,CASH_OUT,0,0
TXN_00004906,2023-01-18 00:50:00,30165,80727,309.6,PAYMENT,0,0
TXN_00004907,2023-01-18 00:55:00,34649,87483,79.24,DEBIT,0,0
TXN_00004908,2023-01-18 01:00:00,72571,69917,202.41,TRANSFER,0,0
TXN_00004909,2023-01-18 01:05:00,13776,80152,110.36,CASH_IN,0,0
TXN_00004910,2023-01-18 01:10:00,57393,32350,231.56,CASH_IN,0,0
TXN_00004911,2023-01-18 01:15:00,89585,71564,133.25,DEBIT,0,0
TXN_00004912,2023-01-18 01:20:00,71477,99788,679.59,CASH_IN,0,0
TXN_00004913,2023-01-18 01:25:00,21633,94450,255.33,CASH_IN,0,0
TXN_00004914,2023-01-18 01:30:00,36351,45283,45.93,PAYMENT,0,0
TXN_00004915,2023-01-18 01:35:00,12828,55210,285.22,CASH_OUT,0,0
TXN_00004916,2023-01-18 01:40:00,46785,77670,45.2,CASH_IN,0,0
TXN_00004917,2023-01-18 01:45:00,14815,60644,493.15,DEBIT,0,0
TXN_00004918,2023-01-18 01:50:00,71730,36656,110.65,DEBIT,0,0
TXN_00004919,2023-01-18 01:55:00,23610,77349,256.76,TRANSFER,0,0
TXN_00004920,2023-01-18 02:00:00,78569,18789,346.17,DEBIT,0,0
TXN_00004921,2023-01-18 02:05:00,61931,69111,240.19,PAYMENT,0,0
TXN_00004922,2023-01-18 02:10:00,30967,59969,575.62,CASH_OUT,0,0
TXN_00004923,2023-01-18 02:15:00,11650,70597,421.52,DEBIT,0,0
TXN_00004924,2023-01-18 02:20:00,28953,18284,70.23,PAYMENT,0,0
TXN_00004925,2023-01-18 02:25:00,52829,86280,2.99,CASH_OUT,0,0
TXN_00004926,2023-01-18 02:30:00,59295,68247,59.9,TRANSFER,0,0
TXN_00004927,2023-01-18 02:35:00,60842,87271,1338.29,TRANSFER,0,0
TXN_00004928,2023-01-18 02:40:00,37256,77845,183.03,CASH_IN,0,0
TXN_00004929,2023-01-18 02:45:00,27075,65846,704.96,TRANSFER,0,0
TXN_00004930,2023-01-18 02:50:00,23024,15083,3.24,TRANSFER,0,0
TXN_00004931,2023-01-18 02:55:00,58467,46561,33.41,DEBIT,0,0
TXN_00004932,2023-01-18 03:00:00,77515,18398,246.11,CASH_OUT,0,0
TXN_00004933,2023-01-18 03:05:00,81875,58144,18.45,CASH_OUT,0,0
TXN_00004934,2023-01-18 03:10:00,55117,76995,263.1,CASH_IN,0,0
TXN_00004935,2023-01-18 03:15:00,92200,44044,195.52,CASH_OUT,0,0
TXN_00004936,2023-01-18 03:20:00,71851,21785,64.31,TRANSFER,0,0
TXN_00004937,2023-01-18 03:25:00,10995,53384,1016.94,CASH_IN,0,0
TXN_00004938,2023-01-18 03:30:00,85280,43389,22.71,TRANSFER,0,0
TXN_00004939,2023-01-18 03:35:00,21306,63283,199.27,TRANSFER,0,0
TXN_00004940,2023-01-18 03:40:00,15322,59416,90.26,DEBIT,0,0
TXN_00004941,2023-01-18 03:45:00,44068,47303,288.44,CASH_OUT,0,0
TXN_00004942,2023-01-18 03:50:00,11536,75023,1514.48,CASH_IN,0,0
TXN_00004943,2023-01-18 03:55:00,56801,82667,250.07,CASH_OUT,0,0
TXN_00004944,2023-01-18 04:00:00,29119,62754,197.91,CASH_IN,0,0
TXN_00004945,2023-01-18 04:05:00,19146,61887,12.31,CASH_OUT,0,0
TXN_00004946,2023-01-18 04:10:00,43124,31077,875.65,DEBIT,0,0
TXN_00004947,2023-01-18 04:15:00,86727,20611,78.01,PAYMENT,0,0
TXN_00004948,2023-01-18 04:20:00,55483,56132,745.14,DEBIT,0,0
TXN_00004949,2023-01-18 04:25:00,96985,66992,25.22,CASH_OUT,0,0
TXN_00004950,2023-01-18 04:30:00,81688,47975,223.01,PAYMENT,0,0
TXN_00004951,2023-01-18 04:35:00,53785,71380,121.64,DEBIT,0,0
TXN_00004952,2023-01-18 04:40:00,58194,14807,542.16,DEBIT,0,0
TXN_00004953,2023-01-18 04:45:00,54746,55090,44.95,CASH_IN,0,0
TXN_00004954,2023-01-18 04:50:00,24722,60106,50.17,CASH_IN,0,0
TXN_00004955,2023-01-18 04:55:00,68940,13122,83.61,PAYMENT,0,0
TXN_00004956,2023-01-18 05:00:00,23666,83213,274.21,CASH_IN,1,0
TXN_00004957,2023-01-18 05:05:00,25087,61753,44.67,PAYMENT,0,0
TXN_00004958,2023-01-18 05:10:00,82770,31120,78.85,CASH_IN,0,0
TXN_00004959,2023-01-18 05:15:00,10334,69176,42.33,DEBIT,0,0
TXN_00004960,2023-01-18 05:20:00,21318,71169,367.51,CASH_IN,0,0
TXN_00004961,2023-01-18 05:25:00,39768,33811,284.41,CASH_IN,0,0
TXN_00004962,2023-01-18 05:30:00,72129,85623,35.23,DEBIT,0,0
TXN_00004963,2023-01-18 05:35:00,58667,18003,53.06,DEBIT,0,0
TXN_00004964,2023-01-18 05:40:00,67293,75166,1.64,CASH_IN,0,0
TXN_00004965,2023-01-18 05:45:00,46342,77889,8.22,PAYMENT,0,0
TXN_00004966,2023-01-18 05:50:00,81386,55364,46.79,DEBIT,0,0
TXN_00004967,2023-01-18 05:55:00,76976,49487,887.89,PAYMENT,0,0
TXN_00004968,2023-01-18 06:00:00,72949,13242,13.99,CASH_OUT,0,0
TXN_00004969,2023-01-18 06:05:00,87011,32089,7.53,DEBIT,0,0
TXN_00004970,2023-01-18 06:10:00,39879,77161,28.61,CASH_OUT,0,0
TXN_00004971,2023-01-18 06:15:00,78372,15546,203.66,CASH_IN,0,0
TXN_00004972,2023-01-18 06:20:00,24474,23416,253.91,PAYMENT,0,0
TXN_00004973,2023-01-18 06:25:00,24785,43450,183.88,CASH_OUT,0,0
TXN_00004974,2023-01-18 06:30:00,33694,20513,414.08,CASH_IN,1,0
TXN_00004975,2023-01-18 06:35:00,72542,54084,160.13,TRANSFER,0,0
TXN_00004976,2023-01-18 06:40:00,24819,26220,376.89,DEBIT,0,0
TXN_00004977,2023-01-18 06:45:00,14588,95850,140.37,CASH_OUT,0,0
TXN_00004978,2023-01-18 06:50:00,35913,32198,27.84,CASH_IN,0,0
TXN_00004979,2023-01-18 06:55:00,12508,13830,134.74,DEBIT,0,0
TXN_00004980,2023-01-18 07:00:00,62908,63502,72.27,CASH_OUT,0,0
