step,customer,age,gender,merchant,category,amount,zipcodeOri,zipMerchant,fraud
509,127,3,F,71,es_transportation,33.19,76335,75687,0
638,1480,5,M,210,es_tech,293.45,72430,14909,0
313,1706,3,M,499,es_electronics,39.66,79412,56799,0
593,1553,2,F,83,es_food,114.8,73578,15798,0
418,1328,1,F,209,es_home,39.7,26187,96616,0
681,490,3,M,14,es_fashion,12.68,10694,33320,0
477,239,1,F,297,es_leisure,656.8,60820,64893,0
73,176,1,E,368,es_health,13.9,60790,17628,0
141,210,3,E,74,es_travel,529.32,27986,24884,0
582,1593,3,Enterprise,473,es_travel,23.48,73223,60256,0
262,359,4,Enterprise,169,es_wellnessandbeauty,159.33,41392,90925,0
340,1213,3,E,172,es_food,104.91,56159,50559,0
308,1533,3,F,329,es_sports,75.92,95165,12965,0
245,1580,6,E,272,es_fashion,18.44,67341,41332,0
515,1943,6,Enterprise,126,es_home,18.91,43759,28758,0
337,1996,2,F,368,es_fashion,9.02,72634,96497,1
575,634,3,M,24,es_transportation,22.55,97061,47733,0
561,1845,3,F,277,es_health,294.39,24385,11737,0
76,1057,2,E,187,es_health,34.61,38336,69018,0
175,501,U,F,375,es_home,19.81,38281,22649,0
109,312,2,M,482,es_transportation,288.19,84791,61308,0
183,1564,3,F,423,es_electronics,65.36,57818,25300,0
192,1175,1,Enterprise,372,es_tech,14.37,17804,10824,0
65,1599,3,M,327,es_food,46.9,61191,77349,0
474,1543,2,F,135,es_travel,19.04,75052,20706,0
100,111,5,F,412,es_wellnessandbeauty,93.94,55371,30831,0
544,1666,1,F,435,es_tech,77.76,11341,24387,0
128,1985,5,M,163,es_hyper,72.13,93516,28817,0
452,1156,2,M,442,es_electronics,17.84,59369,39624,0
369,520,2,M,266,es_electronics,30.44,97492,68029,0
43,1918,4,F,166,es_travel,48.67,96928,34431,0
419,1329,2,M,288,es_food,21.4,67378,92308,0
488,1053,5,F,318,es_travel,80.58,28585,26602,0
78,850,2,F,98,es_leisure,146.79,40390,57031,0
270,1847,4,F,252,es_health,25.58,98744,61979,0
674,933,1,F,88,es_tech,12.88,45111,49878,0
701,1375,4,U,120,es_tech,4.07,62620,73768,0
315,1542,2,F,372,es_electronics,171.01,34934,34831,0
168,1516,4,Enterprise,50,es_health,59.01,72686,49853,0
339,408,5,F,41,es_electronics,115.67,39648,56578,0
193,1532,1,E,47,es_travel,121.46,64221,40205,0
453,624,1,M,494,es_health,16.72,29295,98801,0
283,1129,4,Enterprise,489,es_food,65.24,37480,12874,0
336,719,1,M,258,es_sports,10.68,62225,97855,0
390,552,0,Enterprise,170,es_travel,2.37,60489,31465,0
525,780,1,U,4,es_tech,46.78,10956,21080,0
240,320,0,U,1,es_tech,14.69,19697,14659,0
483,1070,6,M,406,es_sports,293.94,85611,54565,0
659,1265,5,F,267,es_electronics,23.87,91735,89614,0
716,1294,3,F,112,es_wellnessandbeauty,223.67,86268,51932,0
592,667,3,M,11,es_health,11.15,42489,60653,0
555,628,2,F,365,es_travel,13.87,80777,30628,0
458,1061,3,U,14,es_electronics,14.59,51829,87570,0
89,1229,6,F,91,es_tech,106.79,54750,61409,0
660,1785,3,M,481,es_transportation,23.05,34102,31371,0
95,1510,1,M,220,es_food,75.68,87688,35650,0
452,1134,0,M,343,es_leisure,140.7,55633,48693,0
428,1510,5,Enterprise,249,es_sports,1014.05,23859,55730,0
151,1342,2,M,73,es_transportation,65.51,27729,40889,0
514,1859,0,F,315,es_home,163.17,11728,36153,0
376,1616,4,F,146,es_travel,53.25,89205,57345,0
22,76,5,F,61,es_travel,38.23,78322,89669,0
313,1806,2,M,491,es_food,34.91,76582,32582,0
519,610,5,F,280,es_sports,24.3,43654,81841,0
206,1522,5,M,27,es_sports,39.67,59888,91638,0
375,479,3,U,291,es_transportation,66.68,73047,23815,0
451,1959,6,F,452,es_home,34.67,64603,63648,0
626,1413,5,Enterprise,22,es_sports,350.71,11193,20099,0
595,588,0,M,11,es_electronics,31.83,29274,57907,0
179,1818,5,F,124,es_sports,95.54,35773,33064,0
210,593,3,Enterprise,124,es_health,27.35,81375,13197,0
500,364,3,F,455,es_hyper,101.0,16760,17770,0
464,309,U,M,361,es_electronics,152.37,90905,25144,0
124,1087,2,E,186,es_sports,133.39,53334,63339,0
113,267,2,M,485,es_transportation,9.25,80910,63173,0
12,33,1,F,98,es_electronics,22.95,28955,47792,0
126,1833,5,M,76,es_home,2.96,44382,99014,0
565,40,1,M,132,es_health,164.15,58219,90923,0
331,686,0,Enterprise,493,es_electronics,23.6,77119,75685,0
283,260,1,U,194,es_wellnessandbeauty,41.95,59432,99919,0
140,736,3,E,367,es_health,107.04,55962,30384,0
401,1759,1,F,321,es_leisure,66.01,79897,83909,0
97,267,6,M,146,es_health,44.95,98527,16159,0
517,667,4,F,315,es_sports,27.9,24037,12781,0
569,1800,4,Enterprise,279,es_hyper,28.96,18224,19350,0
69,1685,U,M,354,es_transportation,46.68,78859,79288,0
118,1249,1,E,260,es_tech,11.11,64810,34584,0
59,1407,4,F,437,es_fashion,125.79,39581,26826,0
33,1522,5,F,499,es_wellnessandbeauty,14.7,31597,92237,0
318,639,3,F,244,es_wellnessandbeauty,326.52,40453,72796,0
50,1029,3,E,234,es_sports,226.41,30384,97213,0
489,1021,0,F,365,es_home,37.76,17990,26122,0
19,446,1,U,211,es_food,229.11,29021,21960,0
197,288,6,F,296,es_home,34.32,74941,22967,0
450,1881,U,M,362,es_hyper,26.77,72199,51605,0
559,1082,3,F,168,es_sports,105.44,46593,95767,0
679,1096,5,M,179,es_electronics,27.33,75993,65313,0
452,1691,3,M,233,es_travel,58.77,44441,93274,1
289,794,1,M,393,es_wellnessandbeauty,34.45,54213,87330,0
141,1704,1,F,151,es_food,364.39,81543,78856,0
84,1565,5,U,141,es_leisure,176.98,62190,32473,0
694,1993,6,M,257,es_travel,9.92,60911,21311,0
391,1106,2,F,332,es_transportation,12.75,75063,14412,0
591,775,1,F,138,es_travel,12.25,41367,56769,0
215,1642,5,F,411,es_travel,69.37,30337,50221,0
526,277,2,F,403,es_food,132.2,73236,36136,0
215,2000,3,M,360,es_electronics,107.66,92919,15241,0
403,963,U,E,224,es_hyper,212.46,41252,58613,0
128,1888,4,F,22,es_health,140.09,76557,53782,0
477,1546,4,U,89,es_travel,119.42,13277,60083,0
404,1598,2,M,267,es_sports,8.72,15305,40017,0
29,736,2,Enterprise,75,es_sports,216.21,87024,83710,0
338,1160,2,E,90,es_leisure,333.47,98154,46010,0
714,736,3,F,272,es_health,53.02,72316,88921,0
361,114,6,M,384,es_food,36.62,34476,54763,0
569,772,4,E,157,es_sports,13.43,48489,34039,0
392,157,2,U,158,es_electronics,57.48,13011,84919,0
218,1420,3,Enterprise,395,es_electronics,24.44,55753,58068,1
574,1013,1,E,313,es_hyper,321.95,36326,59107,0
669,1253,2,Enterprise,65,es_tech,49.04,39017,67799,0
202,1636,5,F,6,es_electronics,31.14,85690,18809,0
17,255,2,E,77,es_home,586.16,70606,90258,0
322,1203,3,F,91,es_home,14.7,57505,89809,0
518,1811,1,Enterprise,491,es_hyper,60.4,11280,47071,0
570,1253,1,M,291,es_food,122.98,45282,55990,0
325,1391,1,M,128,es_wellnessandbeauty,36.97,48444,50514,0
412,1055,2,M,117,es_travel,36.61,79147,98459,0
318,108,3,F,225,es_sports,101.17,12888,59332,0
681,282,6,U,315,es_hyper,6.29,77363,46933,0
82,621,2,F,384,es_food,31.22,21567,67814,0
474,390,3,U,14,es_leisure,52.9,17920,93049,0
468,1565,3,F,427,es_transportation,50.33,12295,21363,0
425,529,1,M,174,es_leisure,31.76,96166,27666,0
689,1428,3,E,375,es_leisure,145.51,32611,51623,0
204,1194,1,F,150,es_electronics,575.57,33349,50141,0
583,878,2,U,188,es_health,23.06,32164,54242,0
387,1199,1,M,490,es_health,52.46,20535,31174,0
98,1098,2,Enterprise,85,es_travel,41.91,34585,31088,0
345,454,2,F,386,es_wellnessandbeauty,90.86,91771,62709,0
208,509,3,E,120,es_leisure,207.76,85808,27602,0
514,1264,1,M,325,es_hyper,74.98,86933,12299,0
636,96,3,F,143,es_transportation,109.68,97589,95666,0
586,1538,2,F,306,es_sports,91.68,52024,35323,0
166,202,1,Enterprise,240,es_home,5.19,79992,60784,0
22,1061,6,F,212,es_hyper,310.13,32751,98265,0
154,91,1,M,474,es_transportation,42.71,10529,48856,0
439,233,5,F,184,es_electronics,16.0,29837,48169,0
295,659,4,F,191,es_wellnessandbeauty,23.18,99516,47043,0
219,1011,2,E,472,es_hyper,80.28,52414,39585,0
669,809,4,F,419,es_electronics,107.28,29206,95606,0
495,912,2,M,344,es_sports,106.26,37222,61204,0
230,253,4,M,26,es_tech,63.9,56634,74571,0
20,1395,1,F,361,es_electronics,47.83,93407,34918,0
553,724,0,M,125,es_leisure,15.21,12774,16331,0
148,1468,1,F,242,es_transportation,87.26,52960,92278,0
108,441,4,M,342,es_health,207.78,87289,28992,0
403,996,U,M,283,es_fashion,25.21,31902,75926,0
596,64,4,Enterprise,275,es_health,48.66,42854,41111,0
483,5,5,U,37,es_leisure,5.48,92857,26823,0
367,1682,0,F,292,es_leisure,16.4,57860,70911,0
414,72,2,M,221,es_sports,97.91,79153,69827,0
309,1421,3,M,424,es_food,48.18,26548,66649,0
134,617,2,F,319,es_wellnessandbeauty,139.17,38257,20123,0
719,330,4,M,295,es_hyper,22.86,85995,92879,0
283,1572,2,F,247,es_tech,123.18,61630,69051,0
73,1171,2,M,128,es_wellnessandbeauty,34.91,81468,76348,0
481,1439,3,M,107,es_travel,25.72,12525,71811,1
352,1792,4,M,396,es_health,11.63,81165,16977,0
560,1764,1,E,428,es_health,125.88,69045,46750,0
326,349,2,E,336,es_sports,12.63,51570,36181,0
443,365,2,U,432,es_food,85.71,21047,89122,0
100,791,3,U,223,es_home,5.57,55848,96343,0
59,416,U,U,335,es_fashion,51.48,19944,81126,0
508,625,2,M,161,es_transportation,654.93,70692,17225,0
258,507,5,U,463,es_fashion,34.71,39510,96379,0
413,523,2,E,288,es_health,1.79,18656,96830,0
452,706,2,M,406,es_fashion,47.28,55508,82557,0
65,1760,1,F,256,es_fashion,12.64,23926,39268,0
595,250,4,F,242,es_sports,229.94,27762,60374,0
154,901,2,M,120,es_health,87.9,57748,24672,0
266,249,4,M,6,es_tech,378.85,12279,25290,0
79,1375,2,Enterprise,414,es_hyper,51.36,67294,77089,0
315,1293,0,F,361,es_health,20.1,74962,34154,0
662,854,1,F,122,es_home,165.94,37511,47873,0
560,448,4,E,145,es_hyper,175.98,40603,24190,0
248,1827,2,U,492,es_travel,28.45,18444,21697,0
610,83,2,M,258,es_leisure,44.07,34034,91487,0
414,1565,2,F,80,es_tech,49.17,92631,13321,0
25,1431,1,F,311,es_leisure,97.93,53724,87849,0
284,339,3,U,111,es_electronics,49.3,42787,11171,0
449,1104,3,F,251,es_wellnessandbeauty,33.84,70876,31561,0
301,95,3,F,268,es_leisure,32.37,82577,27222,0
68,912,U,M,495,es_transportation,22.25,38794,19836,0
7,1946,1,F,365,es_tech,29.32,99211,57255,0
137,259,2,F,396,es_electronics,88.76,35015,33164,0
164,122,3,F,51,es_food,23.27,73888,69785,0
83,1148,6,M,48,es_fashion,9.14,52329,17960,0
650,535,3,M,167,es_food,17.34,63284,16977,0
420,953,2,Enterprise,209,es_leisure,26.31,94439,10867,0
73,905,1,M,490,es_home,43.81,63022,19414,0
237,947,4,U,105,es_health,17.66,88166,82510,0
46,1752,3,F,70,es_fashion,15.1,79689,40613,0
618,1313,4,U,119,es_tech,214.52,55993,21495,0
262,1486,2,M,361,es_food,165.58,87315,26411,0
176,92,2,M,346,es_tech,100.6,35918,82264,0
166,1048,3,F,1,es_wellnessandbeauty,53.72,86459,39488,0
657,1131,2,M,400,es_transportation,24.58,10104,59212,0
370,1842,2,U,302,es_fashion,20.66,18376,87871,0
54,52,2,Enterprise,63,es_electronics,142.3,53064,64495,0
690,711,2,F,488,es_health,204.05,23084,38892,0
419,294,6,F,59,es_travel,60.73,40345,86785,0
507,300,1,M,303,es_food,57.66,11913,81029,0
341,345,1,M,272,es_travel,74.68,76567,27855,0
127,1406,3,Enterprise,46,es_tech,53.79,19843,46723,0
409,1592,2,M,80,es_wellnessandbeauty,598.78,95772,90874,0
367,194,5,M,423,es_sports,418.03,89924,22504,0
271,1581,5,Enterprise,477,es_food,182.56,37814,10239,0
644,436,2,F,50,es_tech,21.46,12362,96793,0
605,385,4,M,305,es_hyper,45.68,30698,14823,0
379,855,4,F,410,es_electronics,176.97,60565,40829,0
73,751,2,F,478,es_sports,66.06,40527,46077,0
248,1396,2,F,417,es_sports,152.86,68279,16212,0
43,1768,0,F,363,es_electronics,137.24,65627,51782,0
377,320,2,M,276,es_sports,12.16,97210,15598,0
41,239,4,M,229,es_sports,31.61,10962,78293,0
170,392,2,Enterprise,375,es_home,315.65,79383,16857,0
212,1963,3,F,333,es_transportation,81.51,52903,40639,0
493,648,2,M,72,es_travel,188.11,31433,23313,0
680,1309,3,M,480,es_health,2.29,80401,94777,0
39,13,2,M,466,es_electronics,13.98,21731,89051,0
369,1409,4,F,493,es_wellnessandbeauty,61.96,74457,21490,0
151,541,1,Enterprise,169,es_sports,49.58,43883,48407,0
111,690,2,U,382,es_tech,24.43,86675,71873,0
480,1317,2,M,267,es_health,4.76,35209,23322,0
436,257,0,E,55,es_tech,504.72,59073,18598,0
47,108,6,F,230,es_transportation,55.89,65350,68200,0
575,1605,1,F,491,es_transportation,41.13,97286,80409,1
366,1909,2,M,47,es_fashion,44.2,81331,25436,0
69,1712,2,F,383,es_hyper,276.3,59518,33098,1
299,183,1,M,78,es_hyper,162.99,35717,62973,0
296,1778,2,E,360,es_hyper,116.75,47703,35784,0
203,1730,3,M,306,es_travel,51.26,49519,43044,0
61,367,2,M,353,es_fashion,84.17,86573,61522,0
314,1020,3,M,373,es_sports,13.34,22362,18630,0
161,831,3,U,361,es_tech,178.51,78424,82951,0
331,1558,3,F,279,es_food,146.41,14689,91192,0
528,862,5,E,61,es_home,24.46,15973,97915,0
338,1547,1,F,7,es_fashion,18.59,11509,26749,0
606,1309,5,M,271,es_fashion,30.82,90642,40261,0
304,874,1,E,335,es_leisure,156.53,80675,80206,0
503,1283,2,E,9,es_health,45.86,86111,59854,0
650,173,1,U,213,es_wellnessandbeauty,365.67,18974,72767,0
338,1741,3,M,165,es_leisure,146.9,87947,34300,0
550,760,2,M,231,es_health,106.83,96388,34676,1
639,771,3,Enterprise,315,es_leisure,2409.65,18826,35692,0
275,1354,1,F,156,es_leisure,365.07,36735,77476,0
164,452,3,F,364,es_tech,7.79,54001,11906,0
443,1806,4,M,390,es_home,93.96,76831,93709,0
319,471,6,F,394,es_travel,105.71,23182,54521,0
589,1105,2,M,15,es_travel,5.51,92087,92835,1
504,321,2,M,118,es_electronics,228.32,95790,70617,0
686,441,4,Enterprise,88,es_home,20.45,15434,93453,0
387,399,3,E,4,es_leisure,3.86,78900,48541,0
603,188,4,U,239,es_electronics,238.41,10712,90201,0
691,1462,4,F,114,es_fashion,213.19,82229,67069,0
494,885,4,Enterprise,227,es_transportation,15.81,39659,34765,0
490,1922,U,U,314,es_transportation,8.55,29859,85186,0
73,850,4,E,143,es_sports,14.55,98570,65069,0
509,1472,1,U,244,es_transportation,25.16,88528,97826,0
390,743,5,Enterprise,421,es_home,57.41,22665,17180,0
619,1494,1,F,2,es_travel,35.12,60919,46594,0
295,1564,2,F,431,es_food,30.26,81542,64330,0
369,862,2,F,360,es_home,86.73,70527,70293,0
694,1485,1,U,124,es_tech,11.41,97328,44225,0
549,1859,1,M,412,es_health,20.68,92301,44277,0
649,515,2,E,325,es_wellnessandbeauty,84.73,30092,68024,0
568,1261,4,M,471,es_home,144.4,52196,37380,0
187,181,2,E,201,es_food,3.67,96211,44926,0
445,410,U,F,71,es_travel,110.1,40202,88494,0
570,516,0,F,68,es_electronics,20.8,75719,84675,0
363,912,3,E,147,es_sports,11.59,27407,33019,0
123,860,3,F,264,es_tech,49.49,19267,27259,0
188,1096,2,M,287,es_hyper,36.02,98198,86746,0
680,182,3,M,270,es_travel,20.04,87780,72317,0
420,104,3,Enterprise,29,es_leisure,9.77,30973,77064,0
626,1296,4,U,137,es_tech,7.29,63392,37875,0
252,287,5,F,101,es_health,191.7,14065,32510,0
619,87,1,U,326,es_food,16.56,19636,39351,0
549,386,5,U,234,es_wellnessandbeauty,145.93,87651,37109,0
335,1097,0,M,444,es_sports,30.46,61221,17517,1
92,603,1,M,348,es_travel,65.79,92520,23111,0
530,1709,6,F,301,es_transportation,102.24,44580,31913,0
63,1334,4,U,330,es_hyper,172.63,13277,37782,0
662,699,3,M,54,es_wellnessandbeauty,122.82,24682,52645,0
512,443,3,Enterprise,301,es_transportation,111.43,40531,44983,1
139,1942,4,M,259,es_tech,47.0,35602,93494,0
698,1260,4,U,76,es_food,86.55,94607,78383,0
185,1698,2,M,292,es_hyper,52.54,44148,89866,0
205,585,3,M,139,es_fashion,49.98,49343,46146,0
214,1761,3,F,457,es_health,18.65,92617,20314,0
256,1920,2,F,390,es_leisure,12.5,38129,11979,0
135,1254,4,M,460,es_sports,84.95,75362,97966,0
573,254,5,M,238,es_electronics,119.95,74614,40879,0
88,952,U,Enterprise,117,es_transportation,43.73,72288,96108,0
207,1698,2,E,41,es_health,981.96,12008,42689,0
129,355,4,F,328,es_home,20.43,45571,64966,0
3,1786,3,U,425,es_transportation,90.2,26475,97578,0
121,1519,1,F,205,es_hyper,15.62,53478,88901,0
385,410,2,U,446,es_home,25.13,58292,11797,0
614,1223,5,M,107,es_travel,441.13,97562,87664,0
38,429,5,M,393,es_tech,23.66,50050,13557,0
341,1776,5,U,340,es_food,65.06,64804,81492,0
645,1773,0,E,104,es_home,145.95,14180,91168,0
714,475,U,M,138,es_wellnessandbeauty,34.43,21340,43063,0
21,588,3,U,41,es_transportation,35.7,13562,57530,0
242,977,3,F,411,es_wellnessandbeauty,94.42,29913,77827,0
455,917,4,Enterprise,181,es_electronics,998.61,48332,55753,0
621,1963,1,Enterprise,4,es_fashion,25.49,18309,10739,0
303,342,2,F,10,es_fashion,73.7,92396,23842,0
596,474,6,F,49,es_hyper,148.97,97395,81236,0
595,1831,2,E,403,es_food,19.7,93806,92327,0
69,397,2,Enterprise,74,es_health,35.01,68630,82478,0
129,1450,2,M,434,es_home,48.08,17951,30948,0
196,1069,3,M,48,es_wellnessandbeauty,72.74,43048,26760,0
140,1367,5,F,124,es_tech,100.38,44099,18624,0
444,691,5,M,151,es_home,614.55,95366,74774,0
283,734,2,M,100,es_electronics,48.36,19427,29246,0
312,1911,1,M,489,es_transportation,160.76,89008,19587,0
535,1041,1,U,393,es_leisure,57.54,63850,42300,0
665,219,5,M,450,es_leisure,39.66,20475,40349,0
277,596,2,F,275,es_health,58.16,97426,43908,0
61,191,5,Enterprise,200,es_travel,32.84,85182,38081,0
319,1415,0,F,218,es_travel,29.34,99784,47029,0
52,1463,0,M,126,es_health,44.23,57489,67700,0
153,644,2,F,179,es_fashion,45.68,73267,71573,0
311,1521,2,M,228,es_tech,10.42,41971,84943,0
544,1823,3,M,267,es_health,15.46,55660,49085,0
567,94,3,F,259,es_sports,248.34,50009,88262,0
389,1119,5,M,252,es_leisure,241.26,29345,19715,0
548,1720,4,F,445,es_travel,62.1,83545,65474,0
622,1668,1,E,478,es_health,69.75,85125,26036,0
177,1106,5,F,210,es_health,47.41,86000,51738,0
362,340,1,M,145,es_fashion,129.61,74476,84364,0
314,808,1,M,371,es_electronics,103.99,87857,89701,0
97,360,3,F,73,es_fashion,52.96,76689,19679,0
213,112,1,F,30,es_travel,549.75,28243,13075,0
137,303,2,F,80,es_home,51.91,18239,74045,0
6,1842,2,E,8,es_transportation,18.36,87782,17227,0
109,1943,2,M,169,es_transportation,78.03,29485,35231,0
547,51,6,U,410,es_travel,322.23,42374,67155,0
39,806,1,F,5,es_tech,11.64,59782,92189,0
662,1929,3,F,325,es_tech,59.93,17407,51106,0
425,701,3,M,238,es_health,27.45,57584,25367,0
630,1744,3,U,152,es_electronics,24.34,92736,52867,1
261,661,2,M,334,es_travel,214.41,66829,82409,0
426,1801,1,F,381,es_wellnessandbeauty,323.81,51616,34343,0
87,1908,2,F,69,es_wellnessandbeauty,30.44,10282,75176,0
465,1305,3,U,420,es_sports,1473.29,69842,51192,0
76,1137,3,F,473,es_transportation,135.05,58739,28619,0
471,36,4,M,401,es_tech,187.95,24192,92184,0
414,623,2,U,256,es_wellnessandbeauty,140.53,60214,27017,0
457,683,4,F,454,es_wellnessandbeauty,127.36,22225,25602,0
285,1102,5,F,327,es_health,42.56,52334,88947,0
239,849,5,M,430,es_transportation,13.18,49588,77784,0
677,1564,3,Enterprise,79,es_home,166.6,85249,12094,1
599,960,4,M,70,es_travel,147.66,33348,62967,0
653,45,5,U,288,es_electronics,253.81,20064,57554,0
672,873,1,M,60,es_tech,27.88,36713,74172,0
558,952,U,M,128,es_home,17.72,19460,69762,0
372,1328,3,M,383,es_tech,27.9,41343,60146,0
495,1416,2,M,170,es_food,70.38,40203,15735,0
624,654,3,E,40,es_leisure,35.92,46009,61871,0
45,15,4,U,27,es_hyper,195.77,44863,72924,0
401,640,5,F,104,es_leisure,186.72,33858,75588,0
247,167,2,Enterprise,5,es_travel,42.18,39218,58801,0
616,1689,2,F,445,es_leisure,179.22,73922,41267,0
597,63,5,M,127,es_leisure,6.02,13883,82677,0
450,1595,5,M,445,es_health,14.07,55968,88192,0
485,203,4,U,464,es_home,88.78,41956,55487,0
646,1181,4,Enterprise,308,es_tech,38.62,37519,39268,0
620,1539,2,M,75,es_health,52.37,26890,95356,0
18,1575,U,Enterprise,231,es_food,120.01,40783,43574,0
606,278,5,M,345,es_home,68.21,54195,25681,0
662,1125,5,F,384,es_food,17.25,75813,95386,0
289,895,1,M,253,es_home,186.02,43056,12230,0
414,1193,U,M,322,es_travel,77.03,47217,57948,0
638,1556,2,Enterprise,476,es_electronics,109.89,70390,99936,0
235,403,4,F,135,es_electronics,33.03,19649,92155,0
416,1165,5,M,422,es_travel,6.07,88013,77487,0
499,347,1,F,179,es_hyper,295.6,47981,20938,0
634,787,2,M,383,es_transportation,96.39,66122,64463,0
650,976,2,M,114,es_leisure,109.68,38983,80376,0
115,834,4,Enterprise,257,es_electronics,107.43,76153,35399,1
674,193,2,E,466,es_leisure,24.79,36847,58129,1
713,899,2,F,332,es_health,20.45,75104,16093,0
234,152,2,U,245,es_travel,204.12,18209,27733,0
540,1772,6,M,177,es_home,39.49,76184,72346,0
11,1830,0,U,456,es_electronics,8.78,94286,49148,0
206,386,1,F,20,es_food,23.5,77308,51042,0
679,1976,6,M,355,es_travel,288.73,82356,96619,0
247,1232,3,F,42,es_home,12.92,76182,28922,0
559,989,1,F,144,es_hyper,34.9,51555,55665,0
127,1573,3,F,242,es_health,14.9,41633,15802,0
147,1412,6,F,33,es_tech,156.94,78089,76434,0
118,1102,4,M,488,es_hyper,81.73,82852,26814,0
382,172,2,F,89,es_hyper,9.9,67259,88320,0
412,1581,2,E,83,es_health,26.16,59898,52853,0
664,337,3,E,483,es_leisure,5.22,58169,12086,0
584,1620,4,F,272,es_transportation,10.26,32190,81132,0
363,892,4,F,400,es_leisure,76.89,74591,61517,0
509,1455,2,M,176,es_transportation,64.63,26394,28609,0
137,605,4,M,89,es_fashion,87.1,72825,57577,0
175,489,U,M,480,es_wellnessandbeauty,21.31,89159,40950,0
289,666,1,E,311,es_health,162.44,13200,57949,0
481,106,5,U,236,es_electronics,30.67,53264,18194,0
19,870,3,M,156,es_electronics,65.26,93920,82833,0
195,1233,2,E,201,es_transportation,257.79,75790,60628,0
330,1740,4,F,210,es_tech,1066.01,20399,23052,0
175,1784,2,F,151,es_food,8.45,36504,75334,0
449,1372,2,F,286,es_fashion,98.19,31009,26241,0
354,1929,3,F,445,es_tech,113.05,88444,83806,0
499,352,3,M,96,es_health,37.52,54221,53872,0
141,1762,1,E,344,es_food,17.19,78116,54982,0
93,848,0,U,203,es_fashion,24.64,37791,54657,0
239,48,3,M,244,es_health,5.71,87320,18009,0
205,1270,2,U,125,es_travel,100.02,67544,37062,0
560,31,3,Enterprise,26,es_tech,43.56,36255,15745,0
433,1719,2,F,395,es_sports,7.07,64087,56887,0
245,475,3,Enterprise,276,es_hyper,9.51,67403,98852,0
317,477,2,F,300,es_food,15.5,96732,81656,0
295,1281,3,F,274,es_electronics,66.36,16474,20115,0
640,1150,4,E,162,es_travel,47.43,19233,81470,0
282,219,0,F,100,es_electronics,58.47,14410,93972,0
17,245,2,M,4,es_home,72.45,53995,35617,0
71,1504,4,M,213,es_travel,44.88,26280,54303,0
269,443,4,F,90,es_wellnessandbeauty,170.59,38630,79178,0
325,1675,2,F,142,es_fashion,54.26,41309,44914,0
305,501,5,E,346,es_wellnessandbeauty,27.71,32556,21361,0
451,1251,4,M,397,es_electronics,68.36,22297,70899,0
7,898,U,U,90,es_transportation,46.87,13095,10304,0
314,1838,3,U,41,es_transportation,88.92,85885,51376,0
103,769,2,E,463,es_home,39.76,52957,52665,0
193,255,6,M,91,es_home,107.6,45837,74255,0
574,70,2,E,441,es_fashion,52.43,65488,13751,0
529,455,3,E,471,es_home,6.74,94184,36563,0
171,578,5,F,22,es_health,40.71,61364,86086,0
537,1026,3,Enterprise,138,es_hyper,165.09,52980,71351,0
251,495,2,F,453,es_transportation,93.33,38383,59000,0
387,325,2,E,452,es_leisure,62.21,70302,35194,0
207,781,U,M,50,es_sports,33.96,50202,51078,0
541,403,6,F,100,es_travel,35.17,39462,81515,0
629,851,3,F,272,es_health,141.29,27168,29716,0
416,1839,2,F,480,es_electronics,63.15,30592,91415,0
380,129,1,M,395,es_health,39.15,22343,37186,0
144,1507,3,F,359,es_sports,30.21,28626,52370,0
25,146,5,Enterprise,481,es_wellnessandbeauty,254.47,69543,12018,0
668,1649,5,F,483,es_wellnessandbeauty,20.26,57150,95395,0
73,1824,1,Enterprise,496,es_sports,17.65,73830,47078,0
632,1120,3,F,452,es_food,78.88,74972,68256,0
93,501,5,F,471,es_leisure,6.77,10558,88580,0
505,1480,5,M,323,es_home,70.03,34499,50626,0
598,1803,6,M,276,es_travel,25.73,51519,19339,0
336,1428,2,F,193,es_fashion,21.16,52109,34225,0
425,8,2,E,289,es_home,123.26,59684,22346,0
499,220,U,M,138,es_tech,74.06,22381,31313,0
364,725,2,Enterprise,492,es_transportation,85.16,95434,69188,0
630,102,2,F,451,es_leisure,51.15,50320,38313,0
199,1702,2,U,311,es_leisure,390.26,55840,44548,0
718,774,3,F,416,es_tech,42.21,61023,91313,0
413,2,3,M,45,es_electronics,156.88,17568,81339,0
339,1738,5,M,187,es_fashion,31.01,42742,92121,0
659,1514,2,Enterprise,358,es_transportation,18.32,33087,18498,0
429,1865,2,F,287,es_fashion,1.77,56967,73781,0
139,695,5,M,469,es_home,80.85,85544,57764,0
693,771,3,M,472,es_hyper,18.99,15770,79482,0
542,834,1,F,123,es_transportation,37.99,95278,95629,0
57,740,3,M,88,es_sports,6.21,46327,71729,0
232,200,3,M,436,es_home,22.71,59372,10889,0
658,1993,5,U,138,es_travel,310.95,88636,21323,0
435,26,3,M,262,es_transportation,30.67,41551,29262,0
384,944,4,M,220,es_food,64.11,20534,93669,0
560,1374,3,F,129,es_home,40.46,97675,71187,0
194,102,U,F,250,es_travel,34.22,23147,94421,0
648,1672,4,M,367,es_home,69.58,57030,34239,0
534,963,3,Enterprise,430,es_health,77.99,26376,45931,0
518,1355,5,E,364,es_health,9.17,94919,36181,0
716,857,2,M,330,es_food,12.18,47949,27124,0
185,372,U,Enterprise,361,es_travel,10.68,61732,19979,0
292,197,2,F,414,es_fashion,64.66,39125,53238,0
335,510,2,M,117,es_fashion,86.2,40960,74858,0
