transaction_id,timestamp,customer_id,merchant_id,amount,category,fraud_label
SYN-001090,2026-08-29 05:11:31.328769,CUST-0199,MERCH-055,7.39,digital,0
SYN-001091,2026-08-29 02:42:31.328770,CUST-0423,MERCH-090,24.22,dining,0
SYN-001092,2026-08-28 17:17:31.328771,CUST-0173,MERCH-009,23.6,digital,0
SYN-001093,2026-08-26 09:36:31.328772,CUST-0454,MERCH-024,17.77,groceries,0
SYN-001094,2026-08-29 07:48:31.328772,CUST-0453,MERCH-044,69.2,dining,0
SYN-001095,2026-08-28 13:38:31.328773,CUST-0451,MERCH-096,33.04,digital,0
SYN-001096,2026-08-30 10:19:31.328774,CUST-0384,MERCH-010,8.0,groceries,0
SYN-001097,2026-08-27 03:56:31.328775,CUST-0334,MERCH-008,35.46,dining,0
SYN-001098,2026-08-29 08:41:31.328776,CUST-0094,MERCH-006,52.04,travel,0
SYN-001099,2026-08-31 17:13:31.328776,CUST-0216,MERCH-070,1.83,gaming,0
SYN-001100,2026-08-28 08:49:31.328777,CUST-0110,MERCH-033,6.8,groceries,0
SYN-001101,2026-08-30 08:23:31.328779,CUST-0352,MERCH-082,12.57,dining,0
SYN-001102,2026-09-01 17:00:31.328780,CUST-0179,MERCH-019,8.9,retail,0
SYN-001103,2026-08-27 10:31:31.328780,CUST-0162,MERCH-088,38.02,gaming,0
SYN-001104,2026-08-30 08:12:31.328781,CUST-0118,MERCH-004,8.28,travel,0
SYN-001105,2026-09-01 04:02:31.328782,CUST-0324,MERCH-092,7.43,gaming,0
SYN-001106,2026-08-28 14:40:31.328783,CUST-0388,MERCH-054,25.5,gaming,0
SYN-001107,2026-08-26 19:55:31.328784,CUST-0227,MERCH-090,15.94,groceries,0
SYN-001108,2026-08-27 17:33:31.328784,CUST-0144,MERCH-088,61.71,digital,0
SYN-001109,2026-08-30 10:44:31.328785,CUST-0436,MERCH-014,29.11,retail,0
SYN-001110,2026-08-30 10:54:31.328786,CUST-0307,MERCH-047,7390.652558853992,digital,1
SYN-001111,2026-08-28 01:52:31.328787,CUST-0141,MERCH-003,6.75,gaming,0
SYN-001112,2026-08-27 17:36:31.328788,CUST-0121,MERCH-077,4.35,retail,0
SYN-001113,2026-08-27 08:18:31.328789,CUST-0284,MERCH-080,79.5,dining,0
SYN-001114,2026-08-30 04:39:31.328789,CUST-0391,MERCH-020,431.25,dining,0
SYN-001115,2026-08-30 15:00:31.328790,CUST-0225,MERCH-079,16.07,digital,0
SYN-001116,2026-08-27 05:04:31.328791,CUST-0359,MERCH-089,14.61,gaming,0
SYN-001117,2026-08-31 06:11:31.328792,CUST-0256,MERCH-008,22.81,digital,0
SYN-001118,2026-08-29 03:07:31.328793,CUST-0284,MERCH-065,8.56,digital,0
SYN-001119,2026-08-26 03:31:31.328793,CUST-0419,MERCH-078,2.87,groceries,0
SYN-001120,2026-08-30 23:36:31.328794,CUST-0434,MERCH-034,25.61,gaming,0
SYN-001121,2026-08-29 14:07:31.328795,CUST-0164,MERCH-087,20.28,travel,0
SYN-001122,2026-08-28 20:15:31.328796,CUST-0220,MERCH-050,5.04,digital,0
SYN-001123,2026-08-26 22:38:31.328797,CUST-0068,MERCH-077,10.83,dining,0
SYN-001124,2026-08-28 03:42:31.328798,CUST-0308,MERCH-036,4.92,gaming,0
SYN-001125,2026-08-29 06:29:31.328798,CUST-0223,MERCH-005,29.12,gaming,0
SYN-001126,2026-09-01 04:12:31.328799,CUST-0123,MERCH-081,19.55,gaming,0
SYN-001127,2026-09-01 02:11:31.328800,CUST-0435,MERCH-085,23.62,dining,0
SYN-001128,2026-08-28 11:24:31.328801,CUST-0343,MERCH-081,33.78,digital,0
SYN-001129,2026-08-29 16:09:31.328801,CUST-0338,MERCH-050,60.11,gaming,0
SYN-001130,2026-08-26 12:28:31.328802,CUST-0011,MERCH-065,24.0,gaming,0
SYN-001131,2026-08-31 05:16:31.328803,CUST-0051,MERCH-095,37.16,digital,0
SYN-001132,2026-08-29 19:12:31.328804,CUST-0128,MERCH-016,123.85,dining,0
SYN-001133,2026-08-30 04:19:31.328805,CUST-0134,MERCH-064,52.8,groceries,0
SYN-001134,2026-08-30 08:22:31.328805,CUST-0144,MERCH-008,24.98,gaming,0
SYN-001135,2026-08-26 10:08:31.328806,CUST-0126,MERCH-012,23.49,retail,0
SYN-001136,2026-08-31 20:06:31.328807,CUST-0225,MERCH-099,8.77,dining,0
SYN-001137,2026-08-29 20:17:31.328808,CUST-0426,MERCH-057,10.52,retail,0
SYN-001138,2026-08-26 16:49:31.328809,CUST-0070,MERCH-029,18.2,digital,0
SYN-001139,2026-08-27 23:42:31.328810,CUST-0272,MERCH-030,14.1,travel,0
SYN-001140,2026-08-28 13:19:31.328810,CUST-0186,MERCH-022,132.35,digital,0
SYN-001141,2026-08-30 06:00:31.328811,CUST-0002,MERCH-062,29.16,digital,0
SYN-001142,2026-08-29 09:13:31.328812,CUST-0284,MERCH-027,26.86,digital,0
SYN-001143,2026-08-31 18:25:31.328813,CUST-0021,MERCH-058,64.92,gaming,0
SYN-001144,2026-08-29 13:48:31.328814,CUST-0165,MERCH-009,24.12,dining,0
SYN-001145,2026-08-29 15:03:31.328815,CUST-0309,MERCH-088,15.24,dining,0
SYN-001146,2026-08-31 15:59:31.328815,CUST-0362,MERCH-099,26.01,travel,0
SYN-001147,2026-09-01 04:30:31.328816,CUST-0476,MERCH-089,30.16,retail,0
SYN-001148,2026-08-31 20:35:31.328817,CUST-0497,MERCH-025,81.47,retail,0
SYN-001149,2026-08-27 19:51:31.328818,CUST-0433,MERCH-076,5.17,retail,0
SYN-001150,2026-08-28 14:08:31.328819,CUST-0245,MERCH-016,9.59,digital,0
SYN-001151,2026-08-28 20:15:31.328819,CUST-0233,MERCH-039,18.67,travel,0
SYN-001152,2026-08-31 18:47:31.328820,CUST-0324,MERCH-067,51.28,digital,0
SYN-001153,2026-08-30 21:15:31.328821,CUST-0157,MERCH-022,44.13,travel,0
SYN-001154,2026-08-31 06:48:31.328822,CUST-0150,MERCH-034,22.38,groceries,0
SYN-001155,2026-08-27 01:41:31.328823,CUST-0212,MERCH-074,55.66,dining,0
SYN-001156,2026-08-29 19:31:31.328824,CUST-0375,MERCH-075,10.24,gaming,0
SYN-001157,2026-08-29 09:23:31.328825,CUST-0217,MERCH-008,132.07,gaming,0
SYN-001158,2026-08-30 19:46:31.328825,CUST-0245,MERCH-078,8.71,gaming,0
SYN-001159,2026-08-30 12:48:31.328826,CUST-0302,MERCH-044,3.62,digital,0
SYN-001160,2026-08-30 23:01:31.328827,CUST-0404,MERCH-036,36.79,groceries,0
SYN-001161,2026-08-30 22:35:31.328828,CUST-0275,MERCH-068,4.79,retail,0
SYN-001162,2026-08-29 22:41:31.328829,CUST-0150,MERCH-018,12.07,gaming,0
SYN-001163,2026-08-26 21:26:31.328829,CUST-0195,MERCH-074,17.41,groceries,0
SYN-001164,2026-08-31 20:10:31.328830,CUST-0404,MERCH-072,30.41,gaming,0
SYN-001165,2026-08-27 15:06:31.328831,CUST-0020,MERCH-098,55.31,dining,0
SYN-001166,2026-08-28 15:57:31.328832,CUST-0256,MERCH-026,5.21,gaming,0
SYN-001167,2026-08-31 20:13:31.328833,CUST-0398,MERCH-012,6.52,dining,0
SYN-001168,2026-08-30 23:33:31.328834,CUST-0016,MERCH-056,610.04,gaming,0
SYN-001169,2026-08-31 07:43:31.328834,CUST-0050,MERCH-059,16.26,gaming,0
SYN-001170,2026-08-28 00:25:31.328835,CUST-0446,MERCH-011,3.88,dining,0
SYN-001171,2026-08-26 18:01:31.328836,CUST-0269,MERCH-008,7.33,gaming,0
SYN-001172,2026-08-26 11:58:31.328837,CUST-0314,MERCH-091,11.85,groceries,0
SYN-001173,2026-09-01 16:40:31.328838,CUST-0082,MERCH-076,20.19,retail,0
SYN-001174,2026-08-27 21:33:31.328838,CUST-0305,MERCH-083,66.19,digital,0
SYN-001175,2026-08-28 22:39:31.328839,CUST-0123,MERCH-076,102.91,gaming,0
SYN-001176,2026-08-27 00:42:31.328840,CUST-0289,MERCH-026,8.81,retail,0
SYN-001177,2026-08-27 18:10:31.328841,CUST-0261,MERCH-089,11.38,travel,0
SYN-001178,2026-08-28 17:18:31.328842,CUST-0364,MERCH-062,23.3,travel,0
SYN-001179,2026-08-27 18:53:31.328842,CUST-0048,MERCH-092,9.72,digital,0
SYN-001180,2026-08-31 14:52:31.328843,CUST-0005,MERCH-028,66.21,gaming,0
SYN-001181,2026-08-27 03:53:31.328844,CUST-0116,MERCH-021,236.68,gaming,0
SYN-001182,2026-09-01 12:13:31.328845,CUST-0117,MERCH-072,20.52,dining,0
SYN-001183,2026-08-31 07:20:31.328846,CUST-0452,MERCH-087,27.89,digital,0
SYN-001184,2026-08-27 04:42:31.328847,CUST-0262,MERCH-018,11.18,groceries,0
SYN-001185,2026-09-01 07:09:31.328847,CUST-0352,MERCH-037,28.1,gaming,0
SYN-001186,2026-08-29 18:51:31.328848,CUST-0460,MERCH-094,6.96,dining,0
SYN-001187,2026-08-26 15:13:31.328849,CUST-0434,MERCH-038,7.77,digital,0
SYN-001188,2026-08-28 11:38:31.328850,CUST-0373,MERCH-014,3.26,digital,0
SYN-001189,2026-08-26 17:48:31.328851,CUST-0128,MERCH-053,45.42,groceries,0
SYN-001190,2026-08-25 20:54:31.328852,CUST-0396,MERCH-031,80.54,groceries,0
SYN-001191,2026-08-30 16:25:31.328852,CUST-0170,MERCH-045,56.3,retail,0
SYN-001192,2026-08-30 15:26:31.328853,CUST-0026,MERCH-060,22.06,travel,0
SYN-001193,2026-08-27 10:31:31.328854,CUST-0198,MERCH-092,14.68,digital,0
SYN-001194,2026-08-30 21:13:31.328855,CUST-0371,MERCH-051,18.31,retail,0
SYN-001195,2026-08-30 05:25:31.328856,CUST-0386,MERCH-033,7.25,dining,0
SYN-001196,2026-08-29 19:29:31.328857,CUST-0313,MERCH-072,51.47,dining,0
SYN-001197,2026-08-30 14:47:31.328857,CUST-0344,MERCH-034,57.31,travel,0
SYN-001198,2026-08-28 14:53:31.328858,CUST-0096,MERCH-069,6.94,dining,0
SYN-001199,2026-08-31 18:48:31.328859,CUST-0487,MERCH-036,7.89,travel,0
SYN-001200,2026-08-30 18:08:31.328860,CUST-0016,MERCH-077,78.80168630373265,dining,1
SYN-001201,2026-08-29 10:06:31.328861,CUST-0172,MERCH-060,15.57,dining,0
SYN-001202,2026-08-28 22:24:31.328861,CUST-0461,MERCH-048,19.65,digital,0
SYN-001203,2026-08-29 21:10:31.328862,CUST-0100,MERCH-008,21.47,groceries,0
SYN-001204,2026-08-26 22:54:31.328863,CUST-0185,MERCH-018,5.3,digital,0
SYN-001205,2026-08-30 01:44:31.328864,CUST-0183,MERCH-086,9.66,retail,0
SYN-001206,2026-08-28 23:39:31.328865,CUST-0437,MERCH-027,105.79357002342944,groceries,1
SYN-001207,2026-08-27 09:55:31.328865,CUST-0214,MERCH-079,41.72,digital,0
SYN-001208,2026-08-28 00:15:31.328866,CUST-0250,MERCH-025,7.42,groceries,0
SYN-001209,2026-08-26 06:26:31.328867,CUST-0215,MERCH-037,21.21,groceries,0
SYN-001210,2026-08-26 22:16:31.328868,CUST-0028,MERCH-039,9.89,groceries,0
SYN-001211,2026-08-26 04:32:31.328869,CUST-0101,MERCH-024,98.86287610133333,dining,1
SYN-001212,2026-08-31 19:41:31.328870,CUST-0122,MERCH-098,51.71,groceries,0
SYN-001213,2026-08-29 20:44:31.328870,CUST-0053,MERCH-068,5.82,dining,0
SYN-001214,2026-08-28 01:08:31.328871,CUST-0282,MERCH-070,1.48,gaming,0
SYN-001215,2026-08-30 20:43:31.328872,CUST-0101,MERCH-022,5.27,groceries,0
SYN-001216,2026-08-29 09:01:31.328873,CUST-0116,MERCH-088,30.49,dining,0
SYN-001217,2026-08-28 10:22:31.328874,CUST-0103,MERCH-064,6.06,groceries,0
SYN-001218,2026-08-27 13:15:31.328875,CUST-0044,MERCH-021,9.85,retail,0
SYN-001219,2026-08-28 23:46:31.328875,CUST-0113,MERCH-063,31.62,digital,0
SYN-001220,2026-08-25 19:37:31.328876,CUST-0342,MERCH-067,44.88,gaming,0
SYN-001221,2026-08-27 09:19:31.328877,CUST-0030,MERCH-057,56.41,groceries,0
SYN-001222,2026-08-26 12:52:31.328878,CUST-0163,MERCH-027,34.95,retail,0
SYN-001223,2026-08-31 12:32:31.328879,CUST-0464,MERCH-077,6.52,digital,0
SYN-001224,2026-08-27 19:33:31.328879,CUST-0188,MERCH-096,100.11,travel,0
SYN-001225,2026-08-27 10:00:31.328880,CUST-0292,MERCH-067,7.82,gaming,0
SYN-001226,2026-08-28 11:52:31.328881,CUST-0194,MERCH-074,10.63,gaming,0
SYN-001227,2026-09-01 09:53:31.328882,CUST-0291,MERCH-095,19.98,groceries,0
SYN-001228,2026-09-01 15:21:31.328883,CUST-0374,MERCH-003,26.54,travel,0
SYN-001229,2026-08-27 10:57:31.328884,CUST-0260,MERCH-000,84.66,digital,0
SYN-001230,2026-08-31 16:30:31.328884,CUST-0429,MERCH-025,10.67,digital,0
SYN-001231,2026-08-31 06:34:31.328885,CUST-0206,MERCH-032,29.38,groceries,0
SYN-001232,2026-08-31 02:51:31.328886,CUST-0051,MERCH-080,10.73,retail,0
SYN-001233,2026-08-29 04:18:31.328887,CUST-0048,MERCH-026,100.23,groceries,0
SYN-001234,2026-08-28 17:54:31.328888,CUST-0005,MERCH-041,30.79,retail,0
SYN-001235,2026-08-31 21:14:31.328888,CUST-0378,MERCH-068,72.91,groceries,0
SYN-001236,2026-09-01 16:54:31.328889,CUST-0393,MERCH-070,6.34,retail,0
SYN-001237,2026-08-26 09:44:31.328890,CUST-0373,MERCH-063,11.46,dining,0
SYN-001238,2026-08-31 14:35:31.328891,CUST-0223,MERCH-024,25.76,retail,0
SYN-001239,2026-08-28 10:49:31.328892,CUST-0022,MERCH-071,74.08,retail,0
SYN-001240,2026-08-27 05:04:31.328893,CUST-0495,MERCH-097,54.18,digital,0
SYN-001241,2026-08-31 21:02:31.328894,CUST-0144,MERCH-003,90.06,travel,0
SYN-001242,2026-08-29 19:51:31.328895,CUST-0109,MERCH-011,76.81,groceries,0
SYN-001243,2026-08-26 22:31:31.328895,CUST-0211,MERCH-057,43.76,digital,0
SYN-001244,2026-08-26 01:04:31.328896,CUST-0299,MERCH-094,356.89560935035354,travel,1
SYN-001245,2026-08-30 06:45:31.328899,CUST-0040,MERCH-010,6.59,digital,0
SYN-001246,2026-08-29 19:57:31.328900,CUST-0398,MERCH-058,2.35,gaming,0
SYN-001247,2026-08-27 21:05:31.328901,CUST-0171,MERCH-035,22.74,digital,0
SYN-001248,2026-08-28 02:47:31.328902,CUST-0493,MERCH-021,44.82,groceries,0
SYN-001249,2026-08-31 03:12:31.328903,CUST-0185,MERCH-064,1.32,gaming,0
SYN-001250,2026-08-25 22:06:31.328904,CUST-0213,MERCH-049,6.21,dining,0
SYN-001251,2026-08-29 21:44:31.328905,CUST-0305,MERCH-003,120.72757463609607,digital,1
SYN-001252,2026-08-27 21:54:31.328905,CUST-0051,MERCH-099,16.65,groceries,0
SYN-001253,2026-08-30 15:50:31.328906,CUST-0069,MERCH-071,22.27,retail,0
SYN-001254,2026-08-29 04:18:31.328907,CUST-0195,MERCH-088,59.23,travel,0
SYN-001255,2026-09-01 12:25:31.328908,CUST-0446,MERCH-091,5.39,groceries,0
SYN-001256,2026-08-30 05:14:31.328909,CUST-0441,MERCH-051,28.34,dining,0
SYN-001257,2026-08-27 04:52:31.328910,CUST-0150,MERCH-099,5.02,groceries,0
SYN-001258,2026-08-29 21:27:31.328910,CUST-0427,MERCH-099,46.33,groceries,0
SYN-001259,2026-08-31 19:33:31.328911,CUST-0108,MERCH-042,12.41,retail,0
SYN-001260,2026-08-26 21:47:31.328912,CUST-0466,MERCH-045,5.98,travel,0
SYN-001261,2026-09-01 12:16:31.328913,CUST-0117,MERCH-003,10.25,gaming,0
SYN-001262,2026-08-28 15:39:31.328914,CUST-0364,MERCH-012,6.58,travel,0
SYN-001263,2026-08-30 20:46:31.328914,CUST-0094,MERCH-037,22.02,dining,0
SYN-001264,2026-08-31 12:44:31.328915,CUST-0255,MERCH-044,37.49,gaming,0
SYN-001265,2026-08-28 20:30:31.328916,CUST-0043,MERCH-024,56.33,gaming,0
SYN-001266,2026-08-31 01:33:31.328917,CUST-0435,MERCH-066,11.96,travel,0
SYN-001267,2026-08-27 19:15:31.328918,CUST-0066,MERCH-054,80.48,retail,0
SYN-001268,2026-08-26 13:33:31.328919,CUST-0155,MERCH-095,19.6,dining,0
SYN-001269,2026-08-29 01:15:31.328919,CUST-0322,MERCH-038,71.17,retail,0
SYN-001270,2026-08-28 03:45:31.328920,CUST-0205,MERCH-064,17.16,retail,0
SYN-001271,2026-08-29 00:07:31.328921,CUST-0273,MERCH-074,15.94,gaming,0
SYN-001272,2026-08-29 23:21:31.328922,CUST-0154,MERCH-001,35.82,groceries,0
SYN-001273,2026-08-26 17:14:31.328923,CUST-0178,MERCH-068,27.33,groceries,0
SYN-001274,2026-08-27 03:50:31.328924,CUST-0059,MERCH-085,11.54,groceries,0
SYN-001275,2026-08-27 00:36:31.328924,CUST-0073,MERCH-061,63.77,gaming,0
SYN-001276,2026-08-29 08:41:31.328925,CUST-0048,MERCH-045,7.72,digital,0
SYN-001277,2026-08-29 09:48:31.328926,CUST-0270,MERCH-076,35.82,retail,0
SYN-001278,2026-08-26 18:42:31.328927,CUST-0466,MERCH-086,34.28,travel,0
SYN-001279,2026-08-28 15:21:31.328928,CUST-0072,MERCH-030,58.24,dining,0
SYN-001280,2026-08-27 19:10:31.328928,CUST-0195,MERCH-098,59.39,digital,0
SYN-001281,2026-08-30 13:17:31.328929,CUST-0398,MERCH-034,16.74,groceries,0
SYN-001282,2026-09-01 11:24:31.328930,CUST-0178,MERCH-044,20.76,gaming,0
SYN-001283,2026-08-29 16:04:31.328931,CUST-0047,MERCH-076,19.41,digital,0
SYN-001284,2026-08-26 14:54:31.328932,CUST-0071,MERCH-053,115.07,gaming,0
SYN-001285,2026-08-27 09:48:31.328932,CUST-0112,MERCH-070,38.51,digital,0
SYN-001286,2026-08-29 19:22:31.328933,CUST-0244,MERCH-068,57.04,retail,0
SYN-001287,2026-08-27 04:27:31.328934,CUST-0384,MERCH-028,15.63,retail,0
SYN-001288,2026-08-31 16:33:31.328935,CUST-0390,MERCH-071,6.51,gaming,0
SYN-001289,2026-08-26 11:36:31.328936,CUST-0308,MERCH-007,7.88,travel,0
SYN-001290,2026-08-31 16:54:31.328937,CUST-0158,MERCH-053,55.28,dining,0
SYN-001291,2026-08-28 01:37:31.328937,CUST-0273,MERCH-006,9.66,dining,0
SYN-001292,2026-08-30 11:00:31.328938,CUST-0267,MERCH-082,490.37,groceries,0
SYN-001293,2026-08-29 05:09:31.328939,CUST-0303,MERCH-022,13.39,travel,0
SYN-001294,2026-08-31 01:35:31.328940,CUST-0029,MERCH-099,28.54,dining,0
SYN-001295,2026-08-26 09:48:31.328941,CUST-0096,MERCH-031,28.49,digital,0
SYN-001296,2026-08-30 15:12:31.328941,CUST-0250,MERCH-061,24.03,digital,0
SYN-001297,2026-08-29 14:57:31.328942,CUST-0494,MERCH-044,5.93,dining,0
SYN-001298,2026-08-31 17:28:31.328943,CUST-0006,MERCH-067,25.73,digital,0
SYN-001299,2026-08-30 06:33:31.328944,CUST-0091,MERCH-029,25.51,gaming,0
SYN-001300,2026-09-01 07:40:31.328945,CUST-0112,MERCH-038,14.89,digital,0
SYN-001301,2026-08-29 00:02:31.328946,CUST-0258,MERCH-004,127.93,gaming,0
SYN-001302,2026-08-27 09:41:31.328946,CUST-0106,MERCH-066,3.81,groceries,0
SYN-001303,2026-08-26 05:40:31.328947,CUST-0062,MERCH-021,4.43,digital,0
SYN-001304,2026-08-30 12:11:31.328948,CUST-0389,MERCH-027,42.68,gaming,0
SYN-001305,2026-08-27 18:56:31.328949,CUST-0478,MERCH-021,18.41,dining,0
SYN-001306,2026-08-30 21:27:31.328950,CUST-0357,MERCH-085,8.33,retail,0
SYN-001307,2026-08-27 04:54:31.328951,CUST-0270,MERCH-097,24.41,digital,0
SYN-001308,2026-09-01 15:44:31.328951,CUST-0198,MERCH-028,52.42,dining,0
SYN-001309,2026-08-30 16:11:31.328952,CUST-0426,MERCH-042,3.93,digital,0
SYN-001310,2026-08-29 18:36:31.328953,CUST-0477,MERCH-041,41.38,travel,0
SYN-001311,2026-08-27 19:08:31.328954,CUST-0346,MERCH-059,27.96,gaming,0
SYN-001312,2026-08-27 00:44:31.328955,CUST-0336,MERCH-076,15.97,groceries,0
SYN-001313,2026-08-27 09:40:31.328955,CUST-0145,MERCH-070,25.68,retail,0
SYN-001314,2026-08-28 03:14:31.328956,CUST-0405,MERCH-073,26.11,gaming,0
SYN-001315,2026-08-28 22:46:31.328957,CUST-0060,MERCH-091,34.81,digital,0
SYN-001316,2026-09-01 02:34:31.328958,CUST-0119,MERCH-067,7.5,dining,0
SYN-001317,2026-08-27 11:50:31.328959,CUST-0060,MERCH-058,59.59,retail,0
SYN-001318,2026-08-26 17:10:31.328959,CUST-0308,MERCH-095,54.18,digital,0
SYN-001319,2026-08-26 06:31:31.328960,CUST-0025,MERCH-085,55.8,travel,0
SYN-001320,2026-08-26 20:12:31.328961,CUST-0114,MERCH-083,3.58,dining,0
SYN-001321,2026-08-26 13:04:31.328962,CUST-0474,MERCH-083,63.08,groceries,0
SYN-001322,2026-08-30 11:53:31.328963,CUST-0039,MERCH-005,13.89,digital,0
SYN-001323,2026-09-01 08:49:31.328964,CUST-0343,MERCH-072,34.15,dining,0
SYN-001324,2026-08-29 17:28:31.328965,CUST-0115,MERCH-027,53.085767901376556,digital,1
SYN-001325,2026-08-25 19:18:31.328965,CUST-0135,MERCH-076,10.14,groceries,0
SYN-001326,2026-08-30 02:24:31.328966,CUST-0276,MERCH-030,46.54,travel,0
SYN-001327,2026-08-27 17:48:31.328967,CUST-0476,MERCH-038,33.99,gaming,0
SYN-001328,2026-08-26 11:49:31.328968,CUST-0298,MERCH-049,6.82,groceries,0
SYN-001329,2026-08-31 08:02:31.328969,CUST-0020,MERCH-077,39.65,groceries,0
SYN-001330,2026-08-26 21:18:31.328970,CUST-0386,MERCH-085,8.88,groceries,0
SYN-001331,2026-09-01 13:23:31.328970,CUST-0030,MERCH-036,15.39,gaming,0
SYN-001332,2026-08-30 07:23:31.328971,CUST-0246,MERCH-087,6.23,retail,0
SYN-001333,2026-08-31 12:23:31.328972,CUST-0410,MERCH-071,315.1332142573867,dining,1
SYN-001334,2026-08-26 04:20:31.328973,CUST-0493,MERCH-014,59.58,digital,0
SYN-001335,2026-08-29 17:13:31.328974,CUST-0026,MERCH-050,48.67,gaming,0
SYN-001336,2026-08-27 20:05:31.328974,CUST-0072,MERCH-069,8.1,travel,0
SYN-001337,2026-09-01 02:34:31.328975,CUST-0440,MERCH-022,19.18,digital,0
SYN-001338,2026-08-27 01:24:31.328976,CUST-0096,MERCH-024,4.17,retail,0
SYN-001339,2026-08-30 08:44:31.328977,CUST-0160,MERCH-094,697.238657387674,travel,1
SYN-001340,2026-08-29 15:59:31.328978,CUST-0345,MERCH-045,20.47,retail,0
SYN-001341,2026-08-30 03:14:31.328978,CUST-0475,MERCH-092,726.5875095528885,digital,1
SYN-001342,2026-08-31 07:44:31.328979,CUST-0299,MERCH-022,24.51,travel,0
SYN-001343,2026-08-31 22:29:31.328980,CUST-0298,MERCH-009,10.74,gaming,0
SYN-001344,2026-08-26 19:07:31.328981,CUST-0286,MERCH-072,11.54,digital,0
SYN-001345,2026-08-31 08:01:31.328982,CUST-0372,MERCH-076,31.68,dining,0
SYN-001346,2026-08-28 06:07:31.328983,CUST-0448,MERCH-031,103.23,retail,0
SYN-001347,2026-09-01 15:29:31.328983,CUST-0211,MERCH-050,14.26,dining,0
SYN-001348,2026-08-29 16:46:31.328984,CUST-0075,MERCH-040,64.98,dining,0
SYN-001349,2026-08-27 07:22:31.328985,CUST-0400,MERCH-064,50.54,digital,0
SYN-001350,2026-08-26 18:11:31.328986,CUST-0142,MERCH-064,14.59,digital,0
SYN-001351,2026-08-26 13:38:31.328987,CUST-0033,MERCH-039,60.35,groceries,0
SYN-001352,2026-08-27 01:41:31.328987,CUST-0497,MERCH-017,55.66,groceries,0
SYN-001353,2026-08-30 22:02:31.328988,CUST-0335,MERCH-035,2.35,travel,0
SYN-001354,2026-08-29 15:00:31.328989,CUST-0003,MERCH-030,40.51,digital,0
SYN-001355,2026-08-27 03:38:31.328990,CUST-0327,MERCH-053,72.28,retail,0
SYN-001356,2026-08-27 12:43:31.328991,CUST-0097,MERCH-062,6.25,digital,0
SYN-001357,2026-08-26 09:19:31.328992,CUST-0365,MERCH-000,5.4,digital,0
SYN-001358,2026-08-31 11:26:31.328992,CUST-0216,MERCH-051,24.73,gaming,0
SYN-001359,2026-08-26 09:44:31.328993,CUST-0462,MERCH-099,97.38,dining,0
SYN-001360,2026-08-29 09:49:31.328994,CUST-0027,MERCH-056,6.77,dining,0
SYN-001361,2026-09-01 04:28:31.328995,CUST-0200,MERCH-008,4.15,groceries,0
SYN-001362,2026-08-26 00:59:31.328996,CUST-0385,MERCH-085,12.76,gaming,0
SYN-001363,2026-08-27 13:08:31.328996,CUST-0272,MERCH-091,11.1,travel,0
SYN-001364,2026-08-27 01:12:31.328997,CUST-0313,MERCH-089,3.78,travel,0
SYN-001365,2026-08-31 10:46:31.328998,CUST-0126,MERCH-073,11.2,digital,0
SYN-001366,2026-08-27 06:36:31.328999,CUST-0201,MERCH-055,28.47,gaming,0
SYN-001367,2026-08-28 19:04:31.329000,CUST-0008,MERCH-046,128.54,retail,0
SYN-001368,2026-08-27 07:27:31.329001,CUST-0286,MERCH-002,35.22,dining,0
SYN-001369,2026-08-28 23:25:31.329001,CUST-0449,MERCH-001,44.98,retail,0
SYN-001370,2026-08-26 10:38:31.329002,CUST-0087,MERCH-053,6.76,gaming,0
SYN-001371,2026-08-30 06:30:31.329003,CUST-0317,MERCH-036,287.49107036047354,dining,1
SYN-001372,2026-08-31 18:45:31.329004,CUST-0018,MERCH-055,16.12,gaming,0
SYN-001373,2026-08-27 16:40:31.329005,CUST-0080,MERCH-030,27.83,gaming,0
SYN-001374,2026-09-01 04:10:31.329005,CUST-0106,MERCH-096,36.48,digital,0
SYN-001375,2026-08-31 04:09:31.329006,CUST-0496,MERCH-095,52.08,travel,0
SYN-001376,2026-09-01 02:18:31.329007,CUST-0457,MERCH-011,20.74,gaming,0
SYN-001377,2026-08-28 07:12:31.329008,CUST-0497,MERCH-057,11.91,digital,0
SYN-001378,2026-08-30 01:49:31.329009,CUST-0310,MERCH-066,68.31,dining,0
SYN-001379,2026-08-31 11:58:31.329009,CUST-0411,MERCH-025,41.48,gaming,0
SYN-001380,2026-08-27 00:29:31.329010,CUST-0229,MERCH-077,37.27,travel,0
SYN-001381,2026-08-27 17:40:31.329011,CUST-0111,MERCH-011,19.31,retail,0
SYN-001382,2026-09-01 05:48:31.329012,CUST-0219,MERCH-089,403.9548738401442,retail,1
SYN-001383,2026-08-30 20:18:31.329013,CUST-0122,MERCH-015,5.71,groceries,0
SYN-001384,2026-08-31 10:01:31.329013,CUST-0497,MERCH-052,672.1421199461448,retail,1
SYN-001385,2026-08-25 22:46:31.329014,CUST-0243,MERCH-071,48.81,groceries,0
SYN-001386,2026-08-27 10:17:31.329015,CUST-0177,MERCH-048,8.16,travel,0
SYN-001387,2026-08-31 00:48:31.329016,CUST-0064,MERCH-048,10.17,digital,0
SYN-001388,2026-08-26 11:13:31.329017,CUST-0379,MERCH-091,5.56,gaming,0
SYN-001389,2026-08-27 16:02:31.329018,CUST-0002,MERCH-006,33.46,gaming,0
