age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
94,self-employed,divorced,unknown,no,696.0,yes,no,unknown,3,jan,3360,38,-1,39,unknown,no
40,technician,divorced,primary,no,-2797.75,no,no,unknown,20,aug,3292,9,-1,37,unknown,no
79,admin.,divorced,secondary,no,4859.63,no,yes,telephone,29,jan,3205,11,-1,24,failure,no
33,retired,single,primary,no,1490.99,yes,no,unknown,13,apr,934,5,-1,12,unknown,no
54,unknown,single,secondary,no,4971.15,no,no,telephone,23,may,1201,24,31,44,failure,no
61,self-employed,single,unknown,no,5979.95,no,yes,cellular,16,jun,3663,48,-1,19,other,no
82,services,divorced,unknown,no,7039.57,no,no,unknown,25,sep,2497,21,-1,3,failure,no
21,unemployed,single,tertiary,no,-1111.77,yes,no,unknown,13,apr,3510,6,-1,49,success,no
35,management,married,unknown,no,1996.61,yes,yes,unknown,8,jan,4622,31,-1,42,unknown,no
32,blue-collar,married,unknown,no,-1097.04,yes,no,telephone,26,jun,1958,31,-1,17,other,no
74,management,divorced,secondary,no,478.06,no,no,cellular,29,dec,4208,37,-1,38,failure,no
47,admin.,single,secondary,yes,-383.4,yes,no,cellular,20,oct,4674,9,-1,37,failure,no
85,unknown,single,unknown,no,7189.81,yes,no,telephone,22,jan,3938,14,-1,42,unknown,no
36,student,married,secondary,no,1099.37,no,no,telephone,13,may,1628,27,345,34,unknown,yes
64,unknown,single,tertiary,no,-3985.67,no,yes,cellular,12,mar,3197,36,-1,34,other,yes
25,retired,divorced,secondary,no,-2320.74,yes,no,cellular,10,sep,1387,31,-1,15,unknown,no
42,technician,married,tertiary,no,-3425.35,yes,no,telephone,20,may,3698,47,-1,8,other,no
61,unknown,married,secondary,no,-1289.24,no,no,cellular,10,aug,3762,35,-1,17,other,no
90,technician,single,unknown,no,5081.04,yes,yes,unknown,11,nov,3928,49,-1,10,failure,no
74,housemaid,married,tertiary,no,-4872.88,yes,no,cellular,9,aug,4706,8,-1,22,failure,no
55,unknown,divorced,secondary,no,-4114.96,yes,no,unknown,9,jan,2396,43,-1,37,success,yes
59,retired,single,tertiary,no,3225.2,no,no,cellular,14,nov,3642,11,-1,47,success,no
27,services,married,secondary,no,584.87,yes,no,unknown,18,sep,1690,16,-1,38,success,no
48,self-employed,divorced,primary,no,3837.57,no,no,unknown,20,oct,1740,2,-1,22,success,no
55,management,married,tertiary,no,5474.35,no,no,unknown,28,apr,442,39,-1,40,other,no
40,student,married,primary,no,2271.35,yes,no,cellular,2,mar,946,1,-1,3,failure,no
82,self-employed,married,secondary,no,-457.46,no,no,telephone,8,dec,151,4,-1,49,success,no
30,self-employed,single,secondary,no,5213.91,no,no,telephone,17,jun,2841,46,957,15,other,no
41,admin.,married,primary,no,288.6,no,no,cellular,15,sep,418,40,-1,7,failure,no
22,student,divorced,secondary,no,-263.11,yes,no,cellular,12,aug,4504,35,-1,32,unknown,no
45,unemployed,single,primary,no,2172.34,yes,no,cellular,10,may,2068,42,-1,36,unknown,no
24,student,married,unknown,no,-1831.14,yes,no,cellular,19,nov,1344,40,486,11,unknown,no
47,blue-collar,divorced,tertiary,no,4717.0,no,yes,unknown,21,jul,2528,4,898,18,unknown,no
24,admin.,single,primary,no,429.32,no,no,unknown,24,jul,1575,26,500,32,other,no
38,self-employed,single,tertiary,no,-1041.29,no,no,cellular,10,jul,503,26,-1,14,other,no
83,entrepreneur,married,tertiary,no,1081.23,no,no,cellular,21,jul,3352,30,-1,25,unknown,no
82,management,divorced,secondary,no,2317.59,no,no,telephone,25,oct,1688,31,-1,21,other,no
41,student,single,unknown,no,6338.51,no,no,telephone,4,jul,1508,4,89,33,other,no
38,technician,divorced,unknown,no,-52.98,yes,no,cellular,20,jan,858,49,-1,43,other,no
78,retired,divorced,tertiary,no,-1406.85,no,no,cellular,3,sep,471,25,-1,41,success,no
38,self-employed,divorced,primary,no,7107.77,no,no,telephone,14,jun,4791,23,297,48,unknown,yes
62,admin.,single,unknown,no,1970.83,yes,no,cellular,25,nov,1516,9,-1,10,failure,no
21,technician,single,secondary,no,-292.13,no,no,telephone,16,nov,4330,46,917,35,success,no
86,retired,divorced,tertiary,no,63.47,no,no,telephone,14,mar,4979,39,-1,26,success,no
50,entrepreneur,divorced,unknown,no,4495.54,yes,no,cellular,28,nov,1964,37,-1,25,unknown,no
50,retired,single,primary,no,-303.29,no,no,cellular,3,dec,554,28,-1,7,success,no
67,self-employed,single,tertiary,no,5192.58,no,yes,cellular,25,apr,292,19,-1,3,failure,no
23,technician,single,secondary,no,804.29,no,no,telephone,30,feb,3182,25,-1,2,other,no
38,unknown,divorced,primary,no,-3943.37,yes,no,telephone,25,mar,3201,28,477,47,unknown,yes
61,unknown,married,primary,no,3457.2,no,no,unknown,25,may,2448,18,-1,14,success,no
72,housemaid,divorced,primary,no,3504.89,yes,no,cellular,3,apr,2959,4,-1,14,unknown,no
68,entrepreneur,single,tertiary,no,1414.62,no,no,cellular,11,apr,3807,42,-1,29,failure,yes
55,management,single,secondary,no,4232.64,yes,no,telephone,5,jun,1390,27,-1,10,unknown,no
52,retired,married,primary,no,4858.08,no,no,cellular,5,jul,4368,10,-1,6,unknown,no
89,services,married,tertiary,no,3428.87,yes,no,unknown,10,sep,3303,42,-1,34,failure,no
91,retired,divorced,secondary,no,-147.62,yes,no,cellular,6,jan,1293,28,-1,40,other,no
34,unemployed,married,secondary,no,2649.18,yes,no,unknown,7,jun,3551,9,-1,44,other,no
86,blue-collar,divorced,tertiary,no,863.83,no,no,cellular,4,oct,2879,35,-1,34,failure,no
48,entrepreneur,single,tertiary,no,2790.22,no,no,unknown,23,sep,1524,14,-1,7,unknown,no
58,unemployed,single,primary,no,-232.8,no,no,unknown,4,jul,2050,16,-1,33,unknown,no
54,retired,married,secondary,no,7316.82,no,no,cellular,19,nov,1353,48,472,36,unknown,no
91,management,divorced,unknown,no,-108.06,yes,no,telephone,15,aug,193,16,256,39,unknown,no
44,technician,divorced,unknown,no,-1120.97,yes,no,unknown,17,nov,3160,5,981,20,other,no
77,blue-collar,married,primary,yes,-6367.68,yes,yes,cellular,25,feb,3327,25,811,25,other,no
63,blue-collar,married,primary,no,67.01,no,no,cellular,7,mar,4898,36,929,43,failure,no
93,self-employed,married,tertiary,no,2464.79,no,no,unknown,10,feb,870,15,-1,23,failure,no
67,unknown,married,secondary,no,3243.55,no,no,unknown,6,jul,3141,31,412,46,unknown,yes
59,unemployed,divorced,secondary,no,3364.21,yes,no,telephone,29,aug,620,1,-1,27,unknown,no
76,services,married,unknown,no,-1027.99,no,no,unknown,25,jun,2687,18,-1,5,unknown,no
39,self-employed,divorced,unknown,no,2878.17,no,no,unknown,24,apr,3169,6,-1,27,failure,no
45,unemployed,single,secondary,no,6004.56,yes,no,unknown,2,oct,4922,19,670,26,success,no
80,student,divorced,secondary,no,4766.4,no,no,unknown,23,mar,381,11,287,33,unknown,no
56,housemaid,married,tertiary,no,5019.49,yes,no,telephone,18,may,4558,25,524,22,success,no
63,retired,single,primary,no,-2250.34,yes,no,telephone,30,dec,1649,39,-1,10,success,no
38,retired,divorced,tertiary,no,-2100.48,yes,no,telephone,28,nov,2785,11,-1,27,other,no
82,entrepreneur,single,primary,no,-619.63,yes,yes,cellular,11,jul,2212,49,-1,40,unknown,yes
18,housemaid,single,primary,yes,514.63,no,yes,unknown,21,aug,1932,3,-1,20,unknown,no
25,blue-collar,divorced,primary,no,5802.49,yes,yes,unknown,3,jul,747,8,-1,4,failure,no
74,technician,divorced,primary,no,-42.06,yes,no,cellular,28,jan,3284,28,-1,24,failure,yes
53,student,divorced,secondary,no,-795.49,yes,no,telephone,15,dec,4775,22,-1,16,failure,no
48,management,divorced,unknown,no,4319.22,yes,no,cellular,8,oct,1994,26,-1,25,unknown,no
56,technician,married,unknown,no,2778.79,no,no,unknown,3,feb,2283,27,890,11,unknown,no
38,self-employed,married,secondary,no,4590.48,no,no,cellular,7,feb,1660,18,-1,10,failure,yes
94,unknown,single,unknown,no,-601.43,no,no,unknown,16,may,2852,27,-1,36,other,no
44,unemployed,divorced,primary,no,4367.66,yes,no,unknown,6,sep,2099,20,-1,24,success,no
86,housemaid,married,tertiary,no,7170.65,yes,no,cellular,17,nov,567,49,72,41,failure,no
47,admin.,single,tertiary,no,1947.37,yes,no,cellular,8,mar,3438,49,676,15,other,no
64,blue-collar,single,secondary,no,1394.46,yes,no,telephone,22,aug,1760,42,353,34,success,no
71,student,single,secondary,no,1972.93,yes,no,telephone,22,feb,3152,25,-1,37,other,no
41,management,single,tertiary,no,459.49,no,yes,unknown,21,dec,3681,24,-1,4,other,no
57,entrepreneur,married,unknown,no,-1251.44,no,no,telephone,28,sep,313,30,-1,8,unknown,no
53,admin.,single,unknown,no,4335.91,no,no,unknown,6,jun,4829,27,794,19,failure,no
88,housemaid,single,unknown,no,-2738.57,yes,yes,telephone,30,dec,4635,8,517,22,unknown,no
72,technician,married,unknown,no,6523.01,yes,no,cellular,20,jun,3016,49,-1,20,unknown,no
34,self-employed,divorced,tertiary,no,-46.22,yes,no,telephone,23,jan,2065,3,401,49,unknown,no
31,student,married,tertiary,no,-2396.09,yes,no,telephone,12,dec,3198,23,218,41,unknown,no
81,technician,divorced,primary,no,-1013.39,yes,no,telephone,18,jan,3172,43,-1,26,success,no
42,self-employed,married,tertiary,no,550.16,no,no,cellular,30,aug,2826,20,-1,38,failure,no
77,services,divorced,primary,no,2033.53,yes,no,unknown,6,feb,1165,45,308,22,unknown,no
30,blue-collar,divorced,unknown,no,3768.32,yes,no,unknown,21,sep,4788,42,-1,23,other,no
52,services,single,primary,no,317.91,no,no,unknown,14,feb,2107,3,820,22,other,no
59,self-employed,divorced,secondary,no,2531.78,yes,no,telephone,21,aug,407,6,-1,23,other,no
56,services,single,primary,no,-2074.73,yes,no,telephone,22,jul,1996,4,-1,16,failure,no
74,housemaid,divorced,secondary,no,3525.77,yes,no,cellular,25,jul,2431,6,881,12,failure,no
93,unknown,divorced,unknown,no,-2091.92,no,no,unknown,7,may,91,37,-1,33,unknown,no
87,retired,married,tertiary,no,4070.15,yes,no,telephone,29,dec,486,31,-1,28,unknown,no
83,retired,married,primary,no,578.45,yes,no,cellular,11,apr,4857,20,-1,34,failure,no
26,admin.,divorced,secondary,no,3377.08,no,no,cellular,29,jun,2246,26,-1,23,success,no
54,unemployed,divorced,tertiary,no,8639.87,yes,no,cellular,27,jun,3784,10,-1,32,unknown,no
78,self-employed,divorced,tertiary,no,5969.27,no,no,cellular,20,aug,2595,18,747,14,unknown,no
61,student,married,unknown,no,-4375.52,yes,no,unknown,22,dec,3044,20,80,35,failure,no
18,self-employed,divorced,primary,no,-393.39,no,no,unknown,27,feb,449,33,-1,49,failure,no
36,housemaid,divorced,secondary,no,7933.91,yes,no,telephone,11,aug,4239,9,-1,40,unknown,no
48,entrepreneur,single,unknown,no,3279.91,no,no,unknown,28,dec,3210,5,-1,42,success,yes
75,management,divorced,primary,no,1564.35,yes,no,cellular,12,aug,441,2,-1,33,other,no
58,entrepreneur,single,primary,no,519.15,no,no,telephone,29,feb,4281,40,-1,21,failure,no
87,self-employed,married,primary,no,596.53,yes,no,cellular,17,nov,4341,30,-1,24,other,no
61,unknown,single,tertiary,no,2840.99,no,no,cellular,25,jul,975,24,-1,5,unknown,no
61,unemployed,single,secondary,no,2547.35,yes,no,cellular,1,sep,355,36,564,12,unknown,no
58,technician,single,unknown,no,2591.08,no,no,cellular,10,oct,3010,14,-1,28,success,no
32,unknown,single,tertiary,no,6206.86,yes,yes,unknown,18,may,3352,5,847,47,success,yes
20,retired,divorced,secondary,no,2780.2,yes,no,telephone,22,oct,3585,42,-1,19,other,no
39,student,divorced,tertiary,no,798.17,no,yes,unknown,21,sep,1144,44,-1,14,success,no
82,blue-collar,divorced,tertiary,no,4065.54,yes,no,cellular,3,apr,4082,1,-1,15,failure,yes
72,management,divorced,tertiary,no,-718.04,yes,yes,telephone,2,sep,3587,4,726,43,failure,yes
41,blue-collar,single,tertiary,yes,-895.77,yes,yes,cellular,2,dec,3009,46,-1,8,other,no
75,student,divorced,unknown,no,-1545.87,no,no,telephone,20,nov,3292,48,-1,22,unknown,no
85,student,divorced,secondary,no,2700.76,yes,no,cellular,13,sep,4800,20,-1,11,unknown,no
26,technician,married,primary,no,5630.23,no,yes,cellular,9,jun,2160,45,927,33,unknown,no
64,retired,single,tertiary,no,1399.08,no,no,unknown,30,sep,2324,46,-1,21,success,no
51,admin.,single,unknown,no,7032.13,no,no,telephone,28,aug,3423,27,-1,21,failure,no
46,student,married,primary,no,2908.34,yes,yes,cellular,3,jul,4827,7,-1,24,success,no
69,services,married,tertiary,no,2392.49,no,no,cellular,13,dec,803,39,-1,22,failure,no
21,housemaid,divorced,unknown,no,-2823.6,yes,no,telephone,1,mar,1810,34,-1,29,unknown,no
22,unknown,married,unknown,no,1917.88,no,no,telephone,18,may,2524,2,-1,26,failure,no
35,self-employed,divorced,tertiary,no,1137.31,no,no,unknown,26,jun,808,30,-1,47,failure,no
75,unknown,married,secondary,no,3883.8,yes,yes,cellular,29,aug,4485,20,966,47,unknown,no
54,services,single,tertiary,no,373.1,yes,no,unknown,25,apr,3069,35,-1,33,unknown,no
58,blue-collar,single,unknown,no,-2265.18,no,no,cellular,11,jul,3096,30,257,12,failure,no
84,services,married,tertiary,no,752.15,yes,no,cellular,17,feb,2565,28,-1,42,success,no
77,management,married,primary,no,3192.61,no,no,telephone,3,apr,1709,49,-1,45,failure,no
55,blue-collar,married,secondary,no,2107.81,no,no,telephone,11,feb,4583,9,226,5,unknown,yes
59,retired,married,secondary,no,-2604.76,no,no,cellular,15,nov,4768,2,-1,0,success,no
41,technician,single,unknown,no,-1714.94,yes,no,cellular,27,aug,2390,23,-1,45,success,yes
81,retired,divorced,primary,no,-3053.92,no,no,telephone,10,jun,489,43,-1,15,failure,no
91,entrepreneur,married,secondary,no,591.12,no,no,cellular,30,nov,789,5,-1,19,failure,yes
18,housemaid,married,secondary,no,3414.81,no,no,telephone,14,feb,715,7,-1,31,unknown,no
53,unknown,divorced,secondary,no,-1556.36,yes,no,unknown,18,apr,3051,44,20,19,failure,no
81,technician,divorced,secondary,no,3800.9,yes,no,cellular,21,jan,3024,8,-1,17,unknown,no
49,technician,single,unknown,no,-6095.79,yes,no,telephone,26,aug,205,42,-1,36,other,no
68,technician,divorced,tertiary,no,5428.86,yes,no,cellular,5,jul,1498,28,-1,41,other,no
53,blue-collar,single,tertiary,no,5723.05,no,no,cellular,11,feb,2047,40,485,31,other,no
63,student,single,tertiary,no,588.62,yes,yes,cellular,24,jun,4895,33,-1,44,failure,no
80,retired,married,tertiary,no,-2236.28,no,yes,telephone,25,may,1151,37,18,2,unknown,no
45,student,married,tertiary,no,2339.32,no,no,telephone,24,oct,4391,6,584,36,failure,no
76,admin.,divorced,secondary,no,4311.74,yes,no,telephone,9,jul,4824,35,-1,26,unknown,no
41,management,married,primary,no,647.32,no,yes,cellular,12,mar,577,11,-1,8,other,no
56,technician,divorced,tertiary,no,1969.36,no,no,telephone,13,jul,2154,37,-1,3,success,no
46,unemployed,single,tertiary,yes,2193.88,no,no,unknown,4,jan,4548,5,-1,49,failure,no
18,blue-collar,divorced,tertiary,no,-1110.02,yes,yes,unknown,10,mar,2547,22,-1,39,unknown,no
60,blue-collar,divorced,unknown,no,6751.22,yes,yes,telephone,21,feb,1398,48,-1,24,unknown,no
74,entrepreneur,divorced,primary,no,-1903.87,no,no,unknown,2,dec,489,8,-1,47,other,yes
21,self-employed,single,tertiary,no,5564.19,yes,no,unknown,9,jan,147,30,387,18,other,no
47,unknown,married,secondary,no,-2658.46,no,no,telephone,3,nov,3767,11,-1,14,success,no
50,housemaid,married,primary,yes,4217.79,no,no,telephone,5,may,4939,37,-1,3,failure,no
32,entrepreneur,married,primary,no,-143.67,no,no,telephone,27,oct,4744,10,152,28,unknown,no
28,self-employed,married,tertiary,no,2482.56,yes,no,telephone,17,aug,740,6,-1,49,success,no
47,management,divorced,unknown,no,4308.35,yes,no,unknown,1,nov,562,18,-1,3,unknown,no
27,entrepreneur,single,unknown,no,2960.96,yes,no,telephone,29,mar,2570,15,-1,0,unknown,no
57,self-employed,single,tertiary,no,-721.54,yes,no,cellular,14,sep,3060,36,-1,8,unknown,no
94,entrepreneur,married,tertiary,no,2386.9,yes,no,cellular,20,apr,4858,23,-1,49,failure,no
92,student,married,unknown,no,2175.64,no,no,unknown,13,mar,91,41,-1,43,failure,no
38,technician,married,unknown,no,-5780.95,no,no,cellular,27,aug,4000,9,-1,23,failure,no
83,unknown,married,secondary,no,1883.81,no,no,cellular,1,sep,4847,23,-1,33,failure,no
27,retired,divorced,primary,no,517.49,yes,no,cellular,21,mar,3866,3,-1,26,failure,no
22,housemaid,single,unknown,no,7199.66,yes,no,telephone,10,mar,3120,49,-1,1,success,no
87,services,single,primary,no,6126.55,no,no,unknown,20,sep,1850,16,-1,5,unknown,yes
49,technician,divorced,primary,no,793.3,yes,no,telephone,2,jan,4401,41,-1,45,success,no
30,technician,single,primary,no,-2276.52,yes,no,unknown,1,jul,3824,10,-1,35,failure,no
66,blue-collar,divorced,unknown,no,4642.18,no,yes,cellular,19,dec,850,20,-1,16,success,no
58,housemaid,single,primary,no,3028.86,no,no,cellular,17,apr,4063,21,585,4,other,no
86,technician,married,primary,no,-7835.88,yes,no,telephone,19,nov,582,37,-1,42,unknown,no
54,management,single,primary,no,-2755.92,no,yes,cellular,2,may,1798,17,-1,6,success,no
79,student,divorced,tertiary,no,-2322.35,yes,no,telephone,17,may,2295,10,-1,48,failure,yes
94,technician,single,secondary,no,-1043.56,no,no,cellular,9,oct,2392,44,-1,42,failure,no
22,entrepreneur,single,secondary,no,3709.4,yes,no,telephone,6,jul,2886,30,-1,47,failure,yes
43,housemaid,single,primary,yes,2484.67,yes,no,unknown,14,may,2109,37,-1,5,failure,no
92,self-employed,married,unknown,no,4817.21,yes,no,cellular,19,feb,2555,40,-1,7,failure,no
43,entrepreneur,single,primary,no,415.29,no,no,cellular,23,oct,2186,4,-1,17,failure,no
61,technician,single,unknown,no,4328.6,yes,no,unknown,17,feb,3971,47,-1,27,other,yes
31,self-employed,single,unknown,no,725.35,yes,no,telephone,9,jun,4248,48,-1,42,other,no
37,entrepreneur,married,tertiary,no,3257.76,no,no,telephone,16,aug,2900,3,-1,37,failure,yes
89,student,divorced,secondary,no,-8181.16,no,yes,unknown,20,jul,4161,42,-1,41,failure,no
34,management,single,primary,no,-49.37,yes,yes,cellular,3,sep,3905,22,-1,36,other,no
59,retired,married,secondary,no,-1084.02,no,no,unknown,13,feb,3693,42,-1,2,failure,no
87,unknown,divorced,primary,no,6949.87,no,no,unknown,16,jul,3580,42,-1,31,unknown,yes
71,blue-collar,divorced,tertiary,no,2672.71,yes,no,cellular,14,may,3409,25,-1,18,unknown,no
46,unknown,divorced,secondary,no,2489.64,yes,no,telephone,8,jul,1135,4,-1,12,failure,no
71,retired,single,primary,no,8074.79,yes,no,unknown,8,sep,389,11,-1,22,failure,no
57,unknown,divorced,primary,no,-1680.12,no,no,unknown,7,jan,175,13,-1,47,success,no
23,admin.,married,secondary,no,-1788.52,yes,no,unknown,29,nov,4451,4,-1,36,success,no
33,retired,married,unknown,no,-601.72,yes,yes,cellular,25,jun,2036,23,-1,5,other,no
72,unknown,divorced,unknown,no,372.84,yes,yes,telephone,5,jun,4320,15,-1,5,failure,no
32,self-employed,married,tertiary,no,513.87,yes,no,telephone,10,nov,758,14,-1,35,other,no
73,unemployed,single,secondary,no,-1793.89,yes,no,cellular,13,jul,4828,33,905,49,unknown,no
19,entrepreneur,divorced,unknown,no,-903.88,yes,no,cellular,16,jul,1243,37,-1,22,other,no
84,student,married,unknown,no,3528.36,yes,no,unknown,4,aug,3595,10,-1,23,success,no
31,unemployed,divorced,unknown,no,-1547.35,yes,yes,unknown,2,dec,4168,31,-1,30,success,no
26,management,married,tertiary,no,3270.77,no,yes,cellular,7,oct,1050,43,-1,35,other,no
36,student,married,tertiary,no,-1556.08,no,no,unknown,16,apr,3435,40,129,10,failure,no
28,services,divorced,primary,no,2003.01,no,no,unknown,22,apr,3548,8,-1,39,unknown,no
29,housemaid,married,primary,no,2905.08,yes,no,cellular,24,nov,4038,41,-1,28,other,no
57,services,married,primary,no,-74.78,yes,no,cellular,4,apr,4967,43,-1,40,success,no
88,technician,married,primary,no,5432.85,no,no,telephone,30,feb,2271,3,-1,41,failure,no
42,unemployed,divorced,tertiary,no,6217.61,no,no,cellular,1,feb,2808,23,-1,1,success,no
43,technician,married,tertiary,no,-755.87,yes,yes,telephone,11,aug,1922,18,-1,5,success,no
56,housemaid,divorced,secondary,no,8.59,yes,no,telephone,27,may,3495,31,-1,40,unknown,no
42,unknown,divorced,tertiary,no,504.02,no,no,unknown,21,jan,3407,24,-1,2,failure,no
66,entrepreneur,single,tertiary,no,-1847.3,no,no,unknown,15,may,1746,20,-1,0,success,no
53,blue-collar,divorced,secondary,yes,4279.2,no,no,telephone,26,dec,4008,37,-1,18,other,no
92,entrepreneur,single,primary,no,111.3,yes,no,cellular,9,dec,282,6,-1,35,unknown,no
78,admin.,divorced,primary,no,-381.64,no,no,unknown,1,jun,369,12,-1,19,success,yes
93,technician,divorced,tertiary,no,2401.08,no,yes,unknown,26,may,1341,12,-1,12,failure,no
74,unemployed,married,primary,no,4320.1,yes,yes,unknown,20,nov,2996,1,-1,10,other,no
22,services,married,primary,no,-2142.16,no,no,unknown,22,oct,2723,41,-1,8,success,no
86,management,married,unknown,no,5151.74,no,yes,cellular,17,nov,4981,16,-1,14,other,no
75,services,married,primary,no,-2609.17,no,no,unknown,6,apr,3450,11,-1,11,failure,no
43,admin.,single,unknown,no,-2659.82,no,no,telephone,13,nov,3991,35,581,42,failure,no
89,technician,divorced,unknown,no,3832.38,yes,no,cellular,16,feb,706,14,-1,46,failure,no
91,unemployed,single,primary,no,4246.49,no,no,unknown,29,jul,3793,24,-1,24,unknown,no
63,blue-collar,married,unknown,no,3501.19,yes,no,telephone,5,jun,3053,40,-1,10,failure,no
72,unemployed,divorced,unknown,no,1590.68,yes,no,unknown,26,dec,4764,13,-1,44,failure,yes
69,retired,married,primary,no,3816.38,yes,no,cellular,22,feb,4262,35,-1,5,unknown,no
38,self-employed,single,secondary,no,977.29,yes,no,cellular,2,nov,3367,21,-1,32,success,no
73,housemaid,married,primary,no,3625.51,yes,no,telephone,4,aug,3440,30,-1,48,success,no
35,unemployed,single,tertiary,yes,3953.09,yes,no,cellular,8,aug,363,20,-1,35,unknown,no
88,services,single,secondary,no,1978.11,no,no,cellular,16,nov,2729,7,-1,4,other,no
67,student,single,tertiary,no,3023.86,yes,yes,telephone,7,feb,2234,10,911,45,other,no
93,entrepreneur,single,primary,no,2737.55,yes,no,cellular,23,sep,3861,34,504,46,other,no
42,unknown,divorced,tertiary,no,-2212.46,yes,yes,unknown,10,may,2309,2,-1,16,unknown,no
78,management,single,unknown,no,3536.65,yes,no,cellular,25,jul,1341,1,-1,3,failure,no
24,management,married,primary,yes,6548.9,no,no,unknown,17,sep,1074,22,969,1,unknown,yes
18,student,married,tertiary,no,2760.6,yes,no,unknown,14,aug,391,16,-1,8,failure,no
45,unemployed,married,secondary,no,4691.24,yes,no,cellular,26,nov,3097,39,-1,17,other,no
56,management,single,primary,yes,4811.44,yes,no,cellular,29,aug,2325,29,-1,23,unknown,no
69,management,divorced,tertiary,no,-86.98,no,yes,unknown,23,jun,3151,26,-1,22,success,no
30,self-employed,married,tertiary,no,-3884.15,no,no,cellular,24,apr,4146,27,-1,9,failure,no
40,unemployed,married,secondary,no,205.21,no,no,cellular,4,aug,1531,33,676,18,unknown,yes
46,unknown,divorced,tertiary,no,-82.51,yes,yes,unknown,24,mar,2167,15,-1,13,other,no
81,student,divorced,primary,no,1260.04,no,no,unknown,16,sep,1683,37,-1,20,other,no
21,entrepreneur,married,secondary,no,1839.65,no,no,telephone,11,may,609,43,-1,28,unknown,yes
53,technician,married,secondary,no,-62.08,yes,no,unknown,18,sep,4714,42,-1,20,failure,no
76,unknown,single,secondary,no,1398.27,no,no,cellular,14,apr,817,41,-1,22,success,no
19,unknown,married,primary,yes,-4296.17,no,no,telephone,20,mar,3120,6,-1,33,success,no
62,unemployed,married,unknown,no,-5227.97,yes,no,unknown,29,aug,2996,35,-1,31,success,no
68,entrepreneur,divorced,unknown,no,151.12,yes,no,telephone,17,may,3034,32,-1,40,failure,no
92,housemaid,married,secondary,no,2151.56,no,no,telephone,17,may,19,31,-1,32,success,no
38,blue-collar,divorced,secondary,no,2003.46,no,no,unknown,5,sep,2502,32,-1,43,other,no
89,admin.,single,secondary,no,-1182.19,no,no,cellular,7,aug,722,35,-1,11,success,no
89,unknown,divorced,unknown,no,-5453.55,no,no,telephone,27,may,1885,31,-1,39,failure,no
65,student,married,secondary,no,-2461.51,yes,no,telephone,9,feb,1559,3,-1,0,unknown,no
55,retired,single,tertiary,no,3055.22,no,no,cellular,4,jul,3366,47,-1,40,failure,no
80,management,married,unknown,no,-492.55,no,no,cellular,8,jan,2772,43,-1,41,unknown,no
48,admin.,single,unknown,no,771.49,yes,no,telephone,18,may,1448,41,-1,27,success,yes
27,admin.,single,unknown,no,7502.51,no,no,unknown,2,jan,4474,8,-1,4,unknown,no
49,unemployed,divorced,primary,no,1265.55,yes,no,unknown,1,oct,2332,10,-1,46,other,no
70,admin.,married,secondary,no,1539.23,yes,yes,cellular,4,may,4628,26,235,41,failure,no
56,admin.,divorced,primary,no,-1237.93,yes,no,cellular,20,dec,4987,29,-1,15,other,no
23,housemaid,single,tertiary,no,1180.03,no,no,telephone,30,jan,3088,2,271,13,failure,no
77,unemployed,married,tertiary,no,1407.18,yes,no,unknown,26,jan,3058,24,983,28,failure,no
91,unemployed,married,primary,no,-3154.81,yes,no,unknown,23,feb,1821,39,68,6,failure,no
70,technician,divorced,primary,no,9007.23,yes,no,unknown,4,jan,4792,39,335,17,other,yes
90,unemployed,single,primary,no,-1923.89,yes,no,unknown,17,dec,1054,21,-1,33,success,no
39,unknown,divorced,unknown,no,-3472.03,no,no,cellular,4,oct,981,7,-1,30,failure,no
65,management,single,unknown,no,962.32,yes,no,telephone,2,jan,77,29,-1,34,other,no
18,services,divorced,tertiary,no,-1838.99,no,yes,telephone,9,mar,492,9,-1,46,other,no
90,blue-collar,married,tertiary,no,-1949.68,no,no,telephone,4,sep,4298,24,-1,3,success,no
19,self-employed,divorced,primary,yes,2764.08,yes,no,unknown,2,aug,4206,7,-1,12,other,no
85,unemployed,married,primary,yes,-245.74,yes,no,unknown,23,jun,687,17,-1,36,success,no
18,entrepreneur,single,tertiary,no,-210.23,no,no,cellular,18,mar,882,22,-1,31,other,no
42,services,married,tertiary,no,5584.07,yes,no,unknown,20,may,3142,46,-1,5,success,no
18,entrepreneur,married,tertiary,no,-126.74,yes,no,unknown,22,jan,3350,6,-1,32,failure,no
64,unemployed,divorced,primary,no,-288.13,no,no,unknown,12,mar,367,26,-1,18,unknown,no
21,unemployed,single,unknown,no,-2688.0,no,no,cellular,3,aug,3221,6,-1,14,failure,no
58,technician,married,primary,no,-5225.38,yes,no,cellular,19,feb,2182,35,-1,49,other,no
94,technician,single,primary,no,4087.36,yes,no,cellular,9,feb,1314,32,-1,12,unknown,no
21,management,single,primary,no,2241.95,no,no,telephone,12,oct,832,16,-1,9,unknown,no
39,unknown,divorced,unknown,no,4102.08,no,no,unknown,10,oct,1011,15,-1,42,failure,yes
30,technician,married,secondary,no,4490.72,no,no,telephone,17,jun,3260,21,-1,12,failure,no
76,blue-collar,single,unknown,no,-2426.51,yes,no,telephone,6,jun,2747,16,-1,41,success,no
